date,cat_education
2011m1,1.082333
2011m2,.8042295
2011m3,.5251952
2011m4,.1269965
2011m5,-.4105172
2011m6,-.8223962
2011m7,-.729412
2011m8,-.0946203
2011m9,.6008834
2011m10,.7715855
2011m11,.6685224
2011m12,.5361094
2012m1,.7070898
2012m2,.8777607
2012m3,.8381736
2012m4,.5859463
2012m5,.0137578
2012m6,-.5994636
2012m7,-.5576701
2012m8,.1839486
2012m9,.8600203
2012m10,.9369859
2012m11,.5122015
2012m12,.1443189
2013m1,.2211688
2013m2,.3259728
2013m3,.2348529
2013m4,.0287185
2013m5,-.5648168
2013m6,-1.275712
2013m7,-1.460333
2013m8,-.8430451
2013m9,.1900223
2013m10,.4372962
2013m11,.0584406
2013m12,-.5274488
2014m1,-.6995223
2014m2,-.6196584
2014m3,-.4866351
2014m4,-.3469774
2014m5,-.6770616
2014m6,-1.07706
2014m7,-.927051
2014m8,-.0899312
2014m9,.8408419
2014m10,1.089183
2014m11,.7210607
2014m12,.3522609
2015m1,.3758293
2015m2,.496581
2015m3,.4436064
2015m4,.1343177
2015m5,-.6295593
2015m6,-1.373671
2015m7,-1.419752
2015m8,-.6817488
2015m9,.2180017
2015m10,.4079129
2015m11,.0858038
2015m12,-.229002
2016m1,-.1789292
2016m2,-.0389221
2016m3,-.0332341
2016m4,-.0437794
