date,swb_learn
2008m1,-2.571274
2008m2,-1.378718
2008m3,-.3106739
2008m4,.7967987
2008m5,1.272509
2008m6,1.001849
2008m7,.7667276
2008m8,.7905667
2008m9,.6032437
2008m10,.2034989
2008m11,-.3851601
2008m12,-1.032815
2009m1,-.9009951
2009m2,-.2866407
2009m3,.6293772
2009m4,1.096413
2009m5,1.163844
2009m6,.8864937
2009m7,.8390303
2009m8,.9472687
2009m9,1.275579
2009m10,1.496351
2009m11,1.407429
2009m12,1.299107
2010m1,1.395754
2010m2,1.875011
2010m3,2.501838
2010m4,3.062375
2010m5,3.23843
2010m6,3.063811
2010m7,2.865999
2010m8,2.61112
2010m9,2.442648
2010m10,1.9656
2010m11,1.42182
2010m12,1.191172
2011m1,.9522378
2011m2,1.002592
2011m3,1.36174
2011m4,1.646465
2011m5,1.797434
2011m6,1.756195
2011m7,1.578225
2011m8,1.420298
2011m9,1.426318
2011m10,1.430298
2011m11,1.266712
2011m12,1.036056
2012m1,1.057625
2012m2,1.166321
2012m3,1.261323
2012m4,1.309614
2012m5,1.283662
2012m6,1.198659
2012m7,1.259589
2012m8,1.581292
2012m9,1.628809
2012m10,1.340241
2012m11,.841782
2012m12,.6229163
2013m1,.6802844
2013m2,.8953133
2013m3,.9787334
2013m4,.9033299
2013m5,.7089285
2013m6,.7135159
2013m7,.8145344
2013m8,1.292076
2013m9,1.553317
2013m10,1.34524
2013m11,.8331719
2013m12,.480474
2014m1,.7113284
2014m2,1.118892
2014m3,1.27858
2014m4,1.192921
2014m5,1.087953
2014m6,.9480285
2014m7,.9054273
2014m8,.9044986
2014m9,.7946076
2014m10,.6111063
2014m11,.3243593
2014m12,.1798824
2015m1,.263848
2015m2,.7565475
2015m3,1.18342
2015m4,1.316445
2015m5,1.135763
2015m6,.8509069
2015m7,.7943362
2015m8,.8649848
2015m9,.8063875
2015m10,.4944876
2015m11,.0679571
2015m12,-.1994415
2016m1,-.0454871
2016m2,.3812638
2016m3,.7564519
2016m4,.9867026
