date,cat_summer_leisure
2011m1,-.4520032
2011m2,.0132895
2011m3,.5376182
2011m4,1.1293
2011m5,1.687506
2011m6,1.94028
2011m7,1.675
2011m8,.9743334
2011m9,.2207065
2011m10,-.3364252
2011m11,-.6494874
2011m12,-.6829664
2012m1,-.4577897
2012m2,-.0871518
2012m3,.4468211
2012m4,1.025471
2012m5,1.526914
2012m6,1.727818
2012m7,1.46996
2012m8,.9170306
2012m9,.2523971
2012m10,-.3458929
2012m11,-.7301522
2012m12,-.8074504
2013m1,-.6210374
2013m2,-.2882203
2013m3,.25883
2013m4,.863443
2013m5,1.284002
2013m6,1.436529
2013m7,1.200173
2013m8,.6537895
2013m9,.0217255
2013m10,-.4995874
2013m11,-.8484378
2013m12,-.9532096
2014m1,-.7947345
2014m2,-.4991894
2014m3,-.1171425
2014m4,.2562319
2014m5,.5330563
2014m6,.4694226
2014m7,-.0051906
2014m8,-.5645571
2014m9,-1.030719
2014m10,-1.373771
2014m11,-1.603603
2014m12,-1.704979
2015m1,-1.686969
2015m2,-1.576149
2015m3,-1.338793
2015m4,-.9836507
2015m5,-.5284348
2015m6,.015501
2015m7,.5397214
2015m8,.5531252
2015m9,.1346866
2015m10,-.3816414
2015m11,-.7620549
2015m12,-.8706334
2016m1,-.7220286
2016m2,-.3580492
2016m3,.1742197
2016m4,.7232007
