date,swb_happiness
2011m1,-.1155505
2011m2,-.2698378
2011m3,-.2668095
2011m4,.1227535
2011m5,.5362188
2011m6,.4222649
2011m7,-.4277757
2011m8,-1.315666
2011m9,-1.38476
2011m10,-.7626392
2011m11,-.4059697
2011m12,.0400048
2012m1,.3114676
2012m2,.5943091
2012m3,.8232843
2012m4,.7927813
2012m5,.8142254
2012m6,.5096943
2012m7,-.1072231
2012m8,-.8425737
2012m9,-.8602199
2012m10,-.710089
2012m11,-.3726461
2012m12,-.2974799
2013m1,-.1960012
2013m2,.2931839
2013m3,.7395517
2013m4,1.158356
2013m5,1.308036
2013m6,1.342131
2013m7,.8192058
2013m8,-.1306225
2013m9,-.7908465
2013m10,-.6997562
2013m11,-.3137687
2013m12,-.1468878
2014m1,-.395038
2014m2,-.3764922
2014m3,-.0094633
2014m4,.1621611
2014m5,.2373647
2014m6,.1950912
2014m7,-.0303467
2014m8,-.2170866
2014m9,-.403297
2014m10,-.0488939
2014m11,.4184863
2014m12,.4298549
2015m1,-.0023657
2015m2,-.2380166
2015m3,-.1072286
2015m4,.467121
2015m5,.9612643
2015m6,1.081228
2015m7,.5706396
2015m8,.1255856
2015m9,.242537
2015m10,.7609264
2015m11,.9318549
2015m12,.871609
2016m1,.6876629
2016m2,.934243
2016m3,1.129057
2016m4,1.187813
