date,cat_housing
2011m1,.4177789
2011m2,.2137705
2011m3,.0963463
2011m4,.0979562
2011m5,.2857381
2011m6,.641997
2011m7,1.051145
2011m8,1.526861
2011m9,1.478325
2011m10,1.272716
2011m11,.835946
2011m12,.846094
2012m1,1.23163
2012m2,1.48087
2012m3,1.437646
2012m4,1.272007
2012m5,1.39711
2012m6,1.638541
2012m7,1.61132
2012m8,1.299895
2012m9,.8545389
2012m10,.2504433
2012m11,-.3358245
2012m12,-.4770456
2013m1,-.0714203
2013m2,.3334366
2013m3,.5312997
2013m4,.6530818
2013m5,.7565112
2013m6,.6892745
2013m7,.2911696
2013m8,-.114345
2013m9,-.5168012
2013m10,-.8739236
2013m11,-1.157656
2013m12,-1.248157
2014m1,-1.034476
2014m2,-.8561074
2014m3,-.7637129
2014m4,-.7325604
2014m5,-.6022422
2014m6,-.4729621
2014m7,-.588327
2014m8,-.8726867
2014m9,-1.149113
2014m10,-1.245398
2014m11,-1.245683
2014m12,-1.056926
2015m1,-.6352299
2015m2,-.457588
2015m3,-.3314125
2015m4,-.2478896
2015m5,-.2008644
2015m6,-.1462914
2015m7,-.2575096
2015m8,-.4781048
2015m9,-.7594245
2015m10,-1.06176
2015m11,-1.346791
2015m12,-1.33431
2016m1,-.9908339
2016m2,-.6566045
2016m3,-.3243471
2016m4,.1508778
