personal_security_f
-.7403267
-.0217337
-.476644
-.4269337
-.863938
-.6346369
-.5103787
-.8259858
-.7455819
-1.905175
-.4400551
-.1280782
-.7074562
-1.196675
-.4023986
.0262274
-.2860388
-.5404958
.9096862
-.8115053
-1.175501
-.6903967
.0424654
5.066993
2.669529
.9443585
-.0681965
1.091947
-.3576207
.0241336
1.167704
.0589399
-.8074468
-.7716386
.0312429
1.039201
-.1978825
-.4755698
-.3141157
-.2830519
.1845846
-.0814464
.6037204
.3377916
.0328952
.3780362
.8774266
.5871562
-.0684152
-.4107663
.1074445
.2847175
-.318334
.4395813
.481964
.8435774
-.5469056
