region,date,solidarite
Pays de la Loire,2013m1,-.7176013
Pays de la Loire,2013m2,-.66001195
Pays de la Loire,2013m3,1.4494869
Pays de la Loire,2013m4,-.46645138
Pays de la Loire,2013m5,1.06717
Pays de la Loire,2013m6,-.74945247
Pays de la Loire,2013m7,-.71382147
Pays de la Loire,2013m8,-1.836817
Pays de la Loire,2013m9,-.29142666
Pays de la Loire,2013m10,.21796359
Pays de la Loire,2013m11,.45331162
Pays de la Loire,2013m12,.54053688
Pays de la Loire,2014m1,.38525692
Pays de la Loire,2014m2,.31415832
Pays de la Loire,2014m3,.14292414
Pays de la Loire,2014m4,.12050786
Pays de la Loire,2014m5,-.25770181
Pays de la Loire,2014m6,-.77798849
Pays de la Loire,2014m7,-1.0023632
Pays de la Loire,2014m8,-1.0621156
Pays de la Loire,2014m9,-.63072878
Pays de la Loire,2014m10,.35875168
Pays de la Loire,2014m11,.92902046
Pays de la Loire,2014m12,-.2151271
Pays de la Loire,2015m1,.87682623
Pays de la Loire,2015m2,-.2599768
Pays de la Loire,2015m3,1.477716
Pays de la Loire,2015m4,.68078804
Pays de la Loire,2015m5,.8571012
Pays de la Loire,2015m6,.10175564
Pays de la Loire,2015m7,-1.5754554
Pays de la Loire,2015m8,-1.6546518
Pays de la Loire,2015m9,-.48917347
Pays de la Loire,2015m10,.82683581
Pays de la Loire,2015m11,1.0858431
Pays de la Loire,2015m12,.8606472
Pays de la Loire,2016m1,.8954981
Pays de la Loire,2016m2,.39594981
Pays de la Loire,2016m3,-.064754754
Pays de la Loire,2016m4,.24882716
Pays de la Loire,2016m5,.59220868
Pays de la Loire,2016m6,.30459744
Pays de la Loire,2016m7,-1.1266617
Pays de la Loire,2016m8,-2.0028582
Pays de la Loire,2016m9,-.37138316
Pays de la Loire,2016m10,-.38155642
Pays de la Loire,2016m11,.36950532
Pays de la Loire,2016m12,-.77737397
Pays de la Loire,2017m1,1.2690407
Pays de la Loire,2017m2,-.10589319
Pays de la Loire,2017m3,.78167319
