date,cat_personal_security
2008m1,.4771058
2008m2,.424473
2008m3,.3917106
2008m4,.2734921
2008m5,.0242469
2008m6,-.3041615
2008m7,-.4975792
2008m8,-.467878
2008m9,-.2511851
2008m10,.0683563
2008m11,.3648502
2008m12,.4825827
2009m1,.5851597
2009m2,.7943122
2009m3,.8806967
2009m4,.7406549
2009m5,.413263
2009m6,.0232603
2009m7,-.2302933
2009m8,-.2067053
2009m9,.0266414
2009m10,.4998868
2009m11,.9659376
2009m12,1.140851
2010m1,1.151376
2010m2,1.087608
2010m3,1.040485
2010m4,1.045115
2010m5,.9533632
2010m6,.5591298
2010m7,.1632512
2010m8,.0427837
2010m9,.1473973
2010m10,.3755682
2010m11,.5983425
2010m12,.6254823
2011m1,.6184561
2011m2,.5638087
2011m3,.4606668
2011m4,.3964213
2011m5,.3266619
2011m6,.1722339
2011m7,.1563496
2011m8,.1701032
2011m9,.2209143
2011m10,.1940484
2011m11,.2058116
2011m12,.3113453
2012m1,.3798281
2012m2,.3632952
2012m3,.3218774
2012m4,.2872012
2012m5,.3455974
2012m6,.4371721
2012m7,.527585
2012m8,.2887466
2012m9,.2162326
2012m10,.5114625
2012m11,1.335716
2012m12,2.409506
2013m1,2.468655
2013m2,1.983042
2013m3,1.67481
2013m4,1.564858
2013m5,.9509408
2013m6,.0797526
2013m7,-.8240989
2013m8,-1.323744
2013m9,-1.538766
2013m10,-1.599758
2013m11,-1.518697
2013m12,-1.334111
2014m1,-1.136384
2014m2,-1.077938
2014m3,-1.12877
2014m4,-1.212477
2014m5,-1.307523
2014m6,-1.427754
2014m7,-1.426813
2014m8,-1.349558
2014m9,-1.277323
2014m10,-1.270873
2014m11,-1.255594
2014m12,-1.128123
2015m1,-.981377
2015m2,-1.063846
2015m3,-1.144621
2015m4,-1.069562
2015m5,-.8641858
2015m6,-.7283653
2015m7,-.7444454
2015m8,-.7837116
2015m9,-.6523255
2015m10,-.3228546
2015m11,.0129962
2015m12,-.1269073
2016m1,-.4144099
2016m2,-.7029432
2016m3,-.7839952
2016m4,-.8438224
