big_picture_f
.4657846
.7516415
.880828
.7498364
-.4525392
-1.761181
-1.926903
.2219548
1.811792
1.227469
.7655079
.4550776
.1640763
.3733954
-.3769554
.4513672
-.0246108
-1.434029
-1.881137
.0894719
1.268625
1.4758
.8302916
.2108626
-.1325717
.5905606
-.0534916
-.0325451
-.6913487
-1.570721
-1.521198
-.3037955
.9142342
.379975
.8619565
.5710679
.0653761
.3651027
.1757822
.1534262
-.4180058
-1.815134
-1.588416
.0338397
1.167162
.5741728
.5315479
.4813612
.0627493
.401807
.3782445
.6464582
-.4618374
-2.462752
-2.40529
-.4372293
1.203087
