region,date,mal_etre
Midi-Pyrenees,2013m1,-.68111581
Midi-Pyrenees,2013m2,-.37229753
Midi-Pyrenees,2013m3,-.26644641
Midi-Pyrenees,2013m4,-.62943882
Midi-Pyrenees,2013m5,-.69310462
Midi-Pyrenees,2013m6,-.72757792
Midi-Pyrenees,2013m7,-.98089844
Midi-Pyrenees,2013m8,-.86810488
Midi-Pyrenees,2013m9,-.44106156
Midi-Pyrenees,2013m10,-.26918018
Midi-Pyrenees,2013m11,-.37550926
Midi-Pyrenees,2013m12,-.76033735
Midi-Pyrenees,2014m1,-.18230681
Midi-Pyrenees,2014m2,-.15263322
Midi-Pyrenees,2014m3,-.33369008
Midi-Pyrenees,2014m4,-.44976678
Midi-Pyrenees,2014m5,-.19089219
Midi-Pyrenees,2014m6,-.18046992
Midi-Pyrenees,2014m7,-.42377019
Midi-Pyrenees,2014m8,-.62709701
Midi-Pyrenees,2014m9,.18394589
Midi-Pyrenees,2014m10,.098522678
Midi-Pyrenees,2014m11,.029956561
Midi-Pyrenees,2014m12,-.54562324
Midi-Pyrenees,2015m1,.15391427
Midi-Pyrenees,2015m2,.11894009
Midi-Pyrenees,2015m3,.11703661
Midi-Pyrenees,2015m4,-.21271195
Midi-Pyrenees,2015m5,.15854189
Midi-Pyrenees,2015m6,.18867166
Midi-Pyrenees,2015m7,.16854505
Midi-Pyrenees,2015m8,.051976528
Midi-Pyrenees,2015m9,.21877885
Midi-Pyrenees,2015m10,.32241082
Midi-Pyrenees,2015m11,.41008532
Midi-Pyrenees,2015m12,.02064826
Midi-Pyrenees,2016m1,.84393489
Midi-Pyrenees,2016m2,.45492464
Midi-Pyrenees,2016m3,.64383847
Midi-Pyrenees,2016m4,.43628782
Midi-Pyrenees,2016m5,.37803358
Midi-Pyrenees,2016m6,.31161928
Midi-Pyrenees,2016m7,.22760253
Midi-Pyrenees,2016m8,.048406854
Midi-Pyrenees,2016m9,.80005872
Midi-Pyrenees,2016m10,.49487731
Midi-Pyrenees,2016m11,.75302529
Midi-Pyrenees,2016m12,.30378741
Midi-Pyrenees,2017m1,.94985449
Midi-Pyrenees,2017m2,.65536714
Midi-Pyrenees,2017m3,1.1377145
