date,swb_learn
2008m1,-3.177575
2008m2,-1.812799
2008m3,-.6662998
2008m4,-.0704562
2008m5,.2252613
2008m6,.1966058
2008m7,.0202806
2008m8,-.4210011
2008m9,-.9318511
2008m10,-1.210873
2008m11,-1.303908
2008m12,-1.548326
2009m1,-1.513753
2009m2,-1.198238
2009m3,-.7385784
2009m4,-.3709941
2009m5,.0699852
2009m6,.3935086
2009m7,.5891798
2009m8,.6464239
2009m9,.9228332
2009m10,1.213114
2009m11,1.37745
2009m12,1.104786
2010m1,.8036451
2010m2,1.156569
2010m3,1.804177
2010m4,2.466932
2010m5,3.032912
2010m6,2.887636
2010m7,2.317533
2010m8,1.562444
2010m9,.6221492
2010m10,-.0052608
2010m11,-.0371473
2010m12,.2389676
2011m1,.4412193
2011m2,.693346
2011m3,.9294491
2011m4,1.051653
2011m5,1.179054
2011m6,1.115137
2011m7,.9469275
2011m8,.7440782
2011m9,.6495076
2011m10,.5917488
2011m11,.4742784
2011m12,.3778988
2012m1,.3995405
2012m2,.5340869
2012m3,.6848139
2012m4,.8390544
2012m5,.9015595
2012m6,.9696497
2012m7,.96754
2012m8,.880367
2012m9,.5077237
2012m10,.1656599
2012m11,-.0045973
2012m12,-.2040052
2013m1,-.3673645
2013m2,-.3323324
2013m3,.098574
2013m4,.5439755
2013m5,.7961951
2013m6,.8874691
2013m7,.7577652
2013m8,.6325368
2013m9,.4862022
2013m10,.3691347
2013m11,.1780248
2013m12,-.0127009
2014m1,-.1570975
2014m2,-.2029616
2014m3,-.0396965
2014m4,.1809629
2014m5,.4729834
2014m6,.7721159
2014m7,.896084
2014m8,.7470234
2014m9,.3323146
2014m10,-.0671549
2014m11,-.2532486
2014m12,-.3073092
2015m1,-.1947414
2015m2,.0615408
2015m3,.4107296
2015m4,.8062965
2015m5,.857756
2015m6,.7955623
2015m7,.7147976
2015m8,.6056281
2015m9,.3872377
2015m10,.0245507
2015m11,-.3777979
2015m12,-.5976894
2016m1,-.424014
2016m2,-.1434229
2016m3,.2851699
2016m4,1.062734
