region,date,immigration
Haute-Normandie,2013m1,.023807788
Haute-Normandie,2013m2,-.19769208
Haute-Normandie,2013m3,.055207808
Haute-Normandie,2013m4,-.18892108
Haute-Normandie,2013m5,-.53287137
Haute-Normandie,2013m6,-.67706621
Haute-Normandie,2013m7,-.92573065
Haute-Normandie,2013m8,-.85986304
Haute-Normandie,2013m9,-.36860126
Haute-Normandie,2013m10,-.52137154
Haute-Normandie,2013m11,.28983152
Haute-Normandie,2013m12,.012906783
Haute-Normandie,2014m1,.021516383
Haute-Normandie,2014m2,-.20930757
Haute-Normandie,2014m3,-.28042716
Haute-Normandie,2014m4,-.511603
Haute-Normandie,2014m5,.049519226
Haute-Normandie,2014m6,-.60372907
Haute-Normandie,2014m7,-.83797276
Haute-Normandie,2014m8,-.5542565
Haute-Normandie,2014m9,.013672324
Haute-Normandie,2014m10,.11467317
Haute-Normandie,2014m11,.55297208
Haute-Normandie,2014m12,-.52542138
Haute-Normandie,2015m1,-.29024154
Haute-Normandie,2015m2,-.50873375
Haute-Normandie,2015m3,-.31227207
Haute-Normandie,2015m4,.00084860506
Haute-Normandie,2015m5,-.23491445
Haute-Normandie,2015m6,-.38067409
Haute-Normandie,2015m7,-.59334934
Haute-Normandie,2015m8,.57227945
Haute-Normandie,2015m9,3.0801024
Haute-Normandie,2015m10,.76943845
Haute-Normandie,2015m11,1.0017552
Haute-Normandie,2015m12,.053787246
Haute-Normandie,2016m1,.4921658
Haute-Normandie,2016m2,.10554051
Haute-Normandie,2016m3,-.032597136
Haute-Normandie,2016m4,.29853085
Haute-Normandie,2016m5,-.36076599
Haute-Normandie,2016m6,-.11760506
Haute-Normandie,2016m7,.017311485
Haute-Normandie,2016m8,.018191155
Haute-Normandie,2016m9,.57706338
Haute-Normandie,2016m10,.90974236
Haute-Normandie,2016m11,.67020041
Haute-Normandie,2016m12,-.095455088
Haute-Normandie,2017m1,.58851641
Haute-Normandie,2017m2,.20397735
Haute-Normandie,2017m3,.062261328
