date,cat_healthy_habits
2008m1,.1544738
2008m2,-.2812357
2008m3,-.6241508
2008m4,-.9005449
2008m5,-1.122491
2008m6,-1.075859
2008m7,-1.208205
2008m8,-1.465963
2008m9,-1.703481
2008m10,-1.732859
2008m11,-1.635772
2008m12,-1.00305
2009m1,-.0544203
2009m2,.1855714
2009m3,.2359989
2009m4,.2881064
2009m5,.4917395
2009m6,.4932294
2009m7,.2066143
2009m8,-.0791418
2009m9,-.0077076
2009m10,.2546888
2009m11,.4745542
2009m12,.8883891
2010m1,1.563959
2010m2,1.827978
2010m3,1.793997
2010m4,1.647761
2010m5,1.370847
2010m6,.9287603
2010m7,.2600316
2010m8,-.0898681
2010m9,-.3567288
2010m10,-.6890492
2010m11,-.8622664
2010m12,-.6051432
2011m1,.0731018
2011m2,.3860573
2011m3,.3348787
2011m4,.168418
2011m5,.0107805
2011m6,-.0836864
2011m7,-.2666367
2011m8,-.4586307
2011m9,-.5984842
2011m10,-.7720712
2011m11,-.8796792
2011m12,-.6290432
2012m1,.1192892
2012m2,.4106694
2012m3,.5090901
2012m4,.5059206
2012m5,.462169
2012m6,.4633152
2012m7,.2884017
2012m8,-.1520371
2012m9,-.6659797
2012m10,-1.132875
2012m11,-1.262148
2012m12,-.8091094
2013m1,.2510418
2013m2,.895566
2013m3,1.124121
2013m4,1.044988
2013m5,.7489965
2013m6,.5977868
2013m7,.340616
2013m8,-.0250432
2013m9,-.3233416
2013m10,-.6041749
2013m11,-.6982678
2013m12,-.3013957
2014m1,.6320568
2014m2,1.148061
2014m3,1.228145
2014m4,.9589795
2014m5,.6071779
2014m6,.3767633
2014m7,.046121
2014m8,-.4243863
2014m9,-.8207164
2014m10,-1.108932
2014m11,-1.130654
2014m12,-.7131911
2015m1,.1013405
2015m2,.5316198
2015m3,.7736327
2015m4,.7006037
2015m5,.4896353
2015m6,.2803511
2015m7,-.0286851
2015m8,-.3154386
2015m9,-.5541624
2015m10,-.8435287
2015m11,-.8523348
2015m12,-.3563704
2016m1,.5191368
2016m2,.8885275
2016m3,.7840112
2016m4,.4408712
