region,date,housing
Bretagne,2013m1,-.4271716639399529
Bretagne,2013m2,-.2241355672478676
Bretagne,2013m3,-.1688406109809875
Bretagne,2013m4,.0152311727404594
Bretagne,2013m5,-.3524240285158157
Bretagne,2013m6,-.3700376033782959
Bretagne,2013m7,-.0906838752329349
Bretagne,2013m8,.4051957562565803
Bretagne,2013m9,-.2607556253671646
Bretagne,2013m10,-.7476917147636414
Bretagne,2013m11,-.9028549551963806
Bretagne,2013m12,-1.965560793876648
Bretagne,2014m1,-.3837218105792999
Bretagne,2014m2,-.6728571891784668
Bretagne,2014m3,-.4014705583453179
Bretagne,2014m4,-.2532799288630486
Bretagne,2014m5,-.4708862408995628
Bretagne,2014m6,-.7382468237541616
Bretagne,2014m7,.2106822863221169
Bretagne,2014m8,.4806458681821823
Bretagne,2014m9,-.2883736617863178
Bretagne,2014m10,-.572639399766922
Bretagne,2014m11,-.774450170993805
Bretagne,2014m12,-1.538342189788818
Bretagne,2015m1,-.3673496574163437
Bretagne,2015m2,.2895633362233639
Bretagne,2015m3,-.0625682413578033
Bretagne,2015m4,-.2496584680397063
Bretagne,2015m5,-.1350451426580548
Bretagne,2015m6,-.0539460897445679
Bretagne,2015m7,.4993265151977539
Bretagne,2015m8,.150866474211216
Bretagne,2015m9,-.0904358685016632
Bretagne,2015m10,-.3959952414035797
Bretagne,2015m11,-.957793527841568
Bretagne,2015m12,-1.440576106309891
Bretagne,2016m1,-.200835357606411
Bretagne,2016m2,.3700713582336903
Bretagne,2016m3,.1099439814686775
Bretagne,2016m4,.569997638463974
Bretagne,2016m5,.3813529305160046
Bretagne,2016m6,
