date,swb_enjoyment
2008m1,-.8135369
2008m2,.0683547
2008m3,1.000312
2008m4,1.491322
2008m5,1.497367
2008m6,1.095878
2008m7,.4876925
2008m8,-.15103
2008m9,-.9054906
2008m10,-1.266381
2008m11,-1.215846
2008m12,-1.304459
2009m1,-1.696552
2009m2,-1.72713
2009m3,-1.095094
2009m4,-.380169
2009m5,.0338708
2009m6,.1891745
2009m7,-.2063577
2009m8,-.8490701
2009m9,-1.264894
2009m10,-.9790195
2009m11,-.7084121
2009m12,-.4481364
2010m1,-.3541729
2010m2,-.1377315
2010m3,.1686308
2010m4,.563855
2010m5,1.222845
2010m6,1.61573
2010m7,1.453328
2010m8,.7384911
2010m9,-.0019256
2010m10,-.1091882
2010m11,.1416485
2010m12,.2970451
2011m1,.135212
2011m2,.1936963
2011m3,.2060764
2011m4,.4244435
2011m5,.8346618
2011m6,1.022988
2011m7,.9431198
2011m8,.5297174
2011m9,.021998
2011m10,-.1531647
2011m11,.1666127
2011m12,.3295812
2012m1,.2592253
2012m2,.2201018
2012m3,.4655692
2012m4,.8759641
2012m5,1.174109
2012m6,1.191783
2012m7,.8962407
2012m8,.3475015
2012m9,-.2041016
2012m10,-.118443
2012m11,.3062574
2012m12,.446267
2013m1,.3118598
2013m2,.3177333
2013m3,.3137979
2013m4,.3723359
2013m5,.5316845
2013m6,.9362196
2013m7,.9980775
2013m8,.5550696
2013m9,.0646987
2013m10,.0296122
2013m11,.1879749
2013m12,.2110747
2014m1,.0342507
2014m2,.1593895
2014m3,.4586711
2014m4,1.007583
2014m5,1.467049
2014m6,1.376427
2014m7,.9933619
2014m8,.5121545
2014m9,.0343146
2014m10,.1744599
2014m11,.6275594
2014m12,.8809804
2015m1,.6348911
2015m2,.5703204
2015m3,.8782746
2015m4,1.219795
2015m5,1.641029
2015m6,1.81557
2015m7,1.473975
2015m8,.8647267
2015m9,.2053096
2015m10,.2178354
2015m11,.7332901
2015m12,1.201018
2016m1,1.214008
2016m2,1.055189
2016m3,.7379839
2016m4,.0049329
