date,swb_security
2008m1,.0919031
2008m2,.6402498
2008m3,.8750618
2008m4,.8233781
2008m5,.7391567
2008m6,.3779924
2008m7,.1664805
2008m8,-.0947342
2008m9,-.589491
2008m10,-1.094647
2008m11,-.996043
2008m12,-.4376989
2009m1,.228924
2009m2,.5022177
2009m3,.5629708
2009m4,.4799117
2009m5,.581801
2009m6,.7037488
2009m7,.6576712
2009m8,.2862927
2009m9,-.1540756
2009m10,-.2282426
2009m11,.0252748
2009m12,.2103505
2010m1,.2880668
2010m2,.0886303
2010m3,-.3610529
2010m4,-.4353962
2010m5,-.328185
2010m6,-.1708715
2010m7,-.1156334
2010m8,-.3771823
2010m9,-.615739
2010m10,-.6124221
2010m11,-.4085338
2010m12,-.1444801
2011m1,.2517886
2011m2,.5022396
2011m3,.6170648
2011m4,.6037859
2011m5,.6078128
2011m6,.3932453
2011m7,.208141
2011m8,.149777
2011m9,.0981792
2011m10,.0819244
2011m11,.174632
2011m12,.2496379
2012m1,.5506938
2012m2,1.019877
2012m3,1.525128
2012m4,1.673021
2012m5,1.699776
2012m6,1.310803
2012m7,.8244381
2012m8,.5399436
2012m9,.489148
2012m10,.4319711
2012m11,.7798187
2012m12,1.080437
2013m1,1.053996
2013m2,1.018734
2013m3,1.145736
2013m4,1.517466
2013m5,1.782965
2013m6,2.000244
2013m7,1.930091
2013m8,1.57916
2013m9,1.050377
2013m10,.6230285
2013m11,.6263195
2013m12,.9325615
2014m1,1.436207
2014m2,1.734408
2014m3,1.892313
2014m4,2.000533
2014m5,1.973802
2014m6,1.912864
2014m7,1.775897
2014m8,1.607013
2014m9,1.61192
2014m10,1.745494
2014m11,1.795941
2014m12,1.732946
2015m1,1.780367
2015m2,1.982408
2015m3,2.234656
2015m4,2.175273
2015m5,2.07499
2015m6,1.851835
2015m7,1.648124
2015m8,1.542224
2015m9,1.67014
2015m10,1.861649
2015m11,2.029273
2015m12,2.037676
2016m1,2.118168
2016m2,2.316344
2016m3,2.57065
2016m4,2.833281
