civic_f
.700737
.9971322
1.076259
.7129904
.9954812
1.999711
1.535015
.6963715
.3360234
.3448434
.6775659
.6372796
.0383391
.1073711
.196447
.1232729
.2337408
1.446355
1.153896
.2363348
-.1509469
.1872723
.3538117
-.2841688
-.578984
.0843982
.1498825
-.1722979
.8804222
1.115641
.698936
.1783549
-.3355862
-.4504919
-.0593044
-.1943645
-.8493729
-.8054379
-.6782756
-.9326504
-.2968206
.311316
.016406
-.564562
-1.495122
-1.309945
-.7519379
-.6039666
-1.219461
-1.383179
-1.07493
-1.162247
-.6145002
-.2097397
.0893954
-.5773711
-1.55534
