date,swb_anger
2008m1,-1.533917
2008m2,-.6796229
2008m3,-.126867
2008m4,.2062878
2008m5,.8392597
2008m6,1.232243
2008m7,1.103384
2008m8,.6951412
2008m9,.4771092
2008m10,.3105466
2008m11,-.1099155
2008m12,-.2549831
2009m1,.0494691
2009m2,.4495437
2009m3,.8027077
2009m4,1.183985
2009m5,1.732233
2009m6,2.042996
2009m7,1.866937
2009m8,1.503544
2009m9,1.170928
2009m10,1.036616
2009m11,.8881602
2009m12,.7156881
2010m1,.628307
2010m2,.9731275
2010m3,1.482038
2010m4,1.886149
2010m5,2.207823
2010m6,2.487012
2010m7,2.553157
2010m8,2.228009
2010m9,1.600835
2010m10,1.450471
2010m11,1.768573
2010m12,1.528479
2011m1,.949464
2011m2,.7437605
2011m3,.9715019
2011m4,1.401904
2011m5,1.672413
2011m6,1.916026
2011m7,2.277656
2011m8,2.175919
2011m9,1.306892
2011m10,.6084307
2011m11,.3603415
2011m12,.3285627
2012m1,.0727835
2012m2,.0889222
2012m3,.4154827
2012m4,.8789039
2012m5,1.017325
2012m6,1.026471
2012m7,.8680119
2012m8,.8452933
2012m9,.9470664
2012m10,1.000006
2012m11,.8798045
2012m12,.4626401
2013m1,-.0353509
2013m2,-.132462
2013m3,.135147
2013m4,.38772
2013m5,.7110158
2013m6,.7590492
2013m7,.7188932
2013m8,.6207743
2013m9,.6754276
2013m10,1.012817
2013m11,1.138877
2013m12,.9883342
2014m1,.6502007
2014m2,.5329251
2014m3,.5058751
2014m4,.590154
2014m5,.582872
2014m6,.7429284
2014m7,1.099745
2014m8,1.288731
2014m9,1.357843
2014m10,1.361705
2014m11,1.357428
2014m12,1.416718
2015m1,1.366691
2015m2,1.252533
2015m3,1.451329
2015m4,1.570432
2015m5,1.681249
2015m6,1.94028
2015m7,2.491571
2015m8,2.803319
2015m9,2.769531
2015m10,2.631267
2015m11,2.327122
2015m12,2.040295
2016m1,1.949791
2016m2,2.122296
2016m3,2.579136
2016m4,3.158562
