date,cat_health_worries
2011m1,1.115029
2011m2,.9921689
2011m3,.8200991
2011m4,.8124892
2011m5,1.212651
2011m6,1.438135
2011m7,.9757369
2011m8,.8354595
2011m9,1.038296
2011m10,.9897248
2011m11,.843107
2011m12,.7615857
2012m1,.7227991
2012m2,.5425005
2012m3,.5631893
2012m4,.3852696
2012m5,.2233713
2012m6,.3005006
2012m7,.0974365
2012m8,-.2144498
2012m9,-.2410058
2012m10,-.1664638
2012m11,-.2070729
2012m12,-.0613465
2013m1,.6996887
2013m2,1.34427
2013m3,1.193322
2013m4,.9956067
2013m5,.9276118
2013m6,.8307281
2013m7,.6056207
2013m8,.1819903
2013m9,-.1165779
2013m10,-.3225342
2013m11,-.3550005
2013m12,-.4762762
2014m1,-.701392
2014m2,-.946606
2014m3,-.9893128
2014m4,-.9784523
2014m5,-.7096078
2014m6,-.2446338
2014m7,.0087299
2014m8,-.0240094
2014m9,-.2724452
2014m10,-.2950961
2014m11,-.4306205
2014m12,-.4305079
2015m1,-.4873946
2015m2,-.4950794
2015m3,-.6004046
2015m4,-.6023303
2015m5,-.8296313
2015m6,-.7888094
2015m7,-1.007317
2015m8,-1.03491
2015m9,-.9243137
2015m10,-.8659397
2015m11,-1.116362
2015m12,-1.107633
2016m1,-.8633763
2016m2,-.7095955
2016m3,-.7759289
2016m4,-1.06468
