date,swb_enjoyment
2011m1,.1304914
2011m2,-.3688935
2011m3,-.9823753
2011m4,-.9977161
2011m5,-.7699817
2011m6,-.824481
2011m7,-.7390897
2011m8,-.5717046
2011m9,-.1487314
2011m10,.2206663
2011m11,.1150181
2011m12,-.390473
2012m1,-.6329415
2012m2,-.3231275
2012m3,.3547253
2012m4,.7504395
2012m5,.7300813
2012m6,.3233682
2012m7,-.116545
2012m8,-.4985643
2012m9,-.4884276
2012m10,-.347166
2012m11,-.3319812
2012m12,-.1526227
2013m1,.1928672
2013m2,.2945002
2013m3,.13168
2013m4,.1643067
2013m5,.1725466
2013m6,.1865734
2013m7,.0822091
2013m8,-.1052956
2013m9,-.0429124
2013m10,.2841597
2013m11,.6656516
2013m12,.9330906
2014m1,.9626932
2014m2,.9412133
2014m3,.8028399
2014m4,.5873811
2014m5,.3670742
2014m6,.1507488
2014m7,-.1178879
2014m8,-.3742589
2014m9,-.1891326
2014m10,.2151279
2014m11,.4791897
2014m12,.4677723
2015m1,.3035143
2015m2,.1732076
2015m3,.1313482
2015m4,.2642559
2015m5,.3971113
2015m6,.106185
2015m7,-.2050655
2015m8,-.3214925
2015m9,-.1377899
2015m10,.0567708
2015m11,.3308988
2015m12,.5779924
2016m1,.3489321
2016m2,-.4613503
2016m3,-2.058913
2016m4,-4.695171
