date,swb_happiness
2008m1,.33239
2008m2,.5020771
2008m3,.5733862
2008m4,.6355002
2008m5,.7646942
2008m6,.6167224
2008m7,.0272662
2008m8,-.7249926
2008m9,-1.26159
2008m10,-1.284477
2008m11,-1.181357
2008m12,-1.178343
2009m1,-1.590951
2009m2,-1.463024
2009m3,-1.029507
2009m4,-.7085152
2009m5,-.4803548
2009m6,-.4848759
2009m7,-.647018
2009m8,-.8968915
2009m9,-.9952465
2009m10,-.8557059
2009m11,-.9640026
2009m12,-1.449775
2010m1,-2.255778
2010m2,-2.319845
2010m3,-1.846217
2010m4,-1.191512
2010m5,-.7972116
2010m6,-.7412643
2010m7,-.8419086
2010m8,-1.048063
2010m9,-.9775504
2010m10,-.638235
2010m11,-.2989088
2010m12,-.3834255
2011m1,-.5423514
2011m2,-.5459004
2011m3,-.4968765
2011m4,-.215295
2011m5,-.0663741
2011m6,-.1867709
2011m7,-.3300306
2011m8,-.479129
2011m9,-.3723795
2011m10,-.2991379
2011m11,-.0968188
2011m12,-.069246
2012m1,-.1911287
2012m2,-.149875
2012m3,.0901042
2012m4,.2573453
2012m5,.3009626
2012m6,-.0137671
2012m7,-.3015308
2012m8,-.3573831
2012m9,-.1134664
2012m10,.1492662
2012m11,.1756564
2012m12,.1877839
2013m1,.0537107
2013m2,.1192195
2013m3,.1620099
2013m4,.2785523
2013m5,.4014657
2013m6,.5799982
2013m7,.6440341
2013m8,.5104203
2013m9,.4673793
2013m10,.4203303
2013m11,.3867755
2013m12,.3822285
2014m1,.3222562
2014m2,.3941897
2014m3,.6325266
2014m4,.9123969
2014m5,1.089767
2014m6,1.051651
2014m7,.8446794
2014m8,.6231074
2014m9,.6554096
2014m10,.8026561
2014m11,.8733226
2014m12,.6726269
2015m1,.372361
2015m2,.4413311
2015m3,.729609
2015m4,1.0101
2015m5,1.071391
2015m6,.9347935
2015m7,.722753
2015m8,.6232019
2015m9,.7668344
2015m10,.952629
2015m11,1.10516
2015m12,1.176891
2016m1,1.154419
2016m2,1.326423
2016m3,1.743791
2016m4,2.636197
