fin_security_f
2.240899
-.1986422
-.2145691
.4584544
-.4783739
.8746043
1.73018
1.623741
-.0930159
-.1606185
.6613822
1.305672
.9492596
-.4091143
-.8130576
-.3929101
-1.325007
.6365154
.6390963
-.1639217
-1.589115
-1.700349
-.1619825
-.2586616
.2622223
-.4824934
-1.560068
-1.353033
-1.73862
.1559872
1.393676
.1697865
-1.54353
-1.081043
-.2960486
.6209829
.0874319
-.6318812
-.4230241
-.1940058
-1.089588
.4699506
1.507772
.1594208
-1.082703
-.8088009
-.3096988
1.207589
.7566754
.2122475
.1253835
-.6470424
-.9016877
1.038993
2.221229
1.418862
-.825407
