date,swb_security
2011m1,-.4496462
2011m2,-.2487092
2011m3,-.2862174
2011m4,.0129314
2011m5,.5427675
2011m6,.9044797
2011m7,.7995588
2011m8,.4676534
2011m9,-.0914136
2011m10,-.457956
2011m11,-.5367214
2011m12,-.2576134
2012m1,.2821189
2012m2,.6833622
2012m3,.9180762
2012m4,1.155932
2012m5,1.602215
2012m6,1.939948
2012m7,2.076831
2012m8,1.855679
2012m9,1.079682
2012m10,.420639
2012m11,.3899421
2012m12,.8699051
2013m1,1.124921
2013m2,1.009314
2013m3,.7887256
2013m4,.7841457
2013m5,1.067997
2013m6,1.373513
2013m7,1.408765
2013m8,1.102305
2013m9,.4969923
2013m10,.077857
2013m11,-.03257
2013m12,.1143826
2014m1,.4673537
2014m2,.9451335
2014m3,1.318545
2014m4,1.645428
2014m5,1.924296
2014m6,2.256372
2014m7,2.314754
2014m8,2.227781
2014m9,1.635351
2014m10,.9398817
2014m11,.6513832
2014m12,.6650383
2015m1,1.265177
2015m2,1.793547
2015m3,1.797772
2015m4,2.009111
2015m5,2.032903
2015m6,1.700595
2015m7,1.466042
2015m8,1.202818
2015m9,.8473159
2015m10,.5829642
2015m11,.7748934
2015m12,1.41854
2016m1,2.208186
2016m2,2.345818
2016m3,1.71257
2016m4,1.026294
