region,date,immigration
Champagne-Ardenne,2013m1,-.44508851
Champagne-Ardenne,2013m2,-.43137681
Champagne-Ardenne,2013m3,-.57804173
Champagne-Ardenne,2013m4,-.045348711
Champagne-Ardenne,2013m5,.031119246
Champagne-Ardenne,2013m6,-.53294033
Champagne-Ardenne,2013m7,-.81092256
Champagne-Ardenne,2013m8,-1.1475489
Champagne-Ardenne,2013m9,-.30749062
Champagne-Ardenne,2013m10,.090912983
Champagne-Ardenne,2013m11,-.53154713
Champagne-Ardenne,2013m12,.010598212
Champagne-Ardenne,2014m1,-.073066354
Champagne-Ardenne,2014m2,.11305274
Champagne-Ardenne,2014m3,.11866561
Champagne-Ardenne,2014m4,.25052318
Champagne-Ardenne,2014m5,-.46635434
Champagne-Ardenne,2014m6,-.95638072
Champagne-Ardenne,2014m7,-.81771922
Champagne-Ardenne,2014m8,-.29152691
Champagne-Ardenne,2014m9,-.42445761
Champagne-Ardenne,2014m10,.49308935
Champagne-Ardenne,2014m11,-.1228087
Champagne-Ardenne,2014m12,-.54207647
Champagne-Ardenne,2015m1,-.60003603
Champagne-Ardenne,2015m2,-.55177587
Champagne-Ardenne,2015m3,-.095761918
Champagne-Ardenne,2015m4,-.72765219
Champagne-Ardenne,2015m5,-.63476861
Champagne-Ardenne,2015m6,-.69279605
Champagne-Ardenne,2015m7,-.51023328
Champagne-Ardenne,2015m8,.93886793
Champagne-Ardenne,2015m9,4.045938
Champagne-Ardenne,2015m10,.19312245
Champagne-Ardenne,2015m11,1.6892512
Champagne-Ardenne,2015m12,.62111473
Champagne-Ardenne,2016m1,.25276425
Champagne-Ardenne,2016m2,.25987041
Champagne-Ardenne,2016m3,1.0099192
Champagne-Ardenne,2016m4,.10582495
Champagne-Ardenne,2016m5,-.40690827
Champagne-Ardenne,2016m6,-.76162899
Champagne-Ardenne,2016m7,-.76665914
Champagne-Ardenne,2016m8,.084744528
Champagne-Ardenne,2016m9,.055572521
Champagne-Ardenne,2016m10,2.2335901
Champagne-Ardenne,2016m11,1.2017422
Champagne-Ardenne,2016m12,.10432906
Champagne-Ardenne,2017m1,.19809364
Champagne-Ardenne,2017m2,-.31474176
Champagne-Ardenne,2017m3,.3730872
