date,cat_education
2008m1,-.6428481
2008m2,-.4146581
2008m3,-.2255983
2008m4,-.3056183
2008m5,-.7392457
2008m6,-1.093912
2008m7,-1.101331
2008m8,-.6807122
2008m9,-.1823207
2008m10,-.0870412
2008m11,-.2898439
2008m12,-.5413056
2009m1,-.5352235
2009m2,-.4645752
2009m3,-.5790746
2009m4,-.8547238
2009m5,-1.133425
2009m6,-1.387983
2009m7,-1.341778
2009m8,-.7694458
2009m9,.2132718
2009m10,1.020199
2009m11,1.328873
2009m12,1.313645
2010m1,1.497197
2010m2,1.804908
2010m3,1.857308
2010m4,1.501789
2010m5,.8416033
2010m6,.1656598
2010m7,-.1189566
2010m8,.3176067
2010m9,.9995276
2010m10,1.114349
2010m11,.9896467
2010m12,.6980848
2011m1,.5317044
2011m2,.4755993
2011m3,.4367434
2011m4,.2978049
2011m5,-.1098477
2011m6,-.4964034
2011m7,-.5446109
2011m8,.043002
2011m9,.9029628
2011m10,1.25554
2011m11,.9826167
2011m12,.5463597
2012m1,.3793024
2012m2,.4266299
2012m3,.466245
2012m4,.223486
2012m5,-.3245699
2012m6,-.8675858
2012m7,-.918059
2012m8,-.2138573
2012m9,.6726696
2012m10,.8758602
2012m11,.5674514
2012m12,.2689036
2013m1,.3392724
2013m2,.3579355
2013m3,.1537545
2013m4,-.1917529
2013m5,-.8429385
2013m6,-1.346084
2013m7,-1.258119
2013m8,-.5848455
2013m9,.2424055
2013m10,.4655754
2013m11,.3055341
2013m12,.0843805
2014m1,.0706637
2014m2,.0721072
2014m3,-.1610877
2014m4,-.4982103
2014m5,-.994646
2014m6,-1.355891
2014m7,-1.212634
2014m8,-.5025626
2014m9,.3101319
2014m10,.5294963
2014m11,.1829782
2014m12,-.0653277
2015m1,.0308704
2015m2,.1041434
2015m3,.054238
2015m4,-.3110784
2015m5,-.9452128
2015m6,-1.318569
2015m7,-1.11327
2015m8,-.2649832
2015m9,.6207722
2015m10,.7415692
2015m11,.3873787
2015m12,.1348284
2016m1,.3084105
2016m2,.2892837
2016m3,-.1146726
2016m4,-.7558395
