date,swb_happiness
2011m1,-1.276006
2011m2,-.6623652
2011m3,-.213918
2011m4,.1892041
2011m5,.595183
2011m6,.6578483
2011m7,.2133176
2011m8,-.4906015
2011m9,-.835094
2011m10,-.5094199
2011m11,-.2510344
2011m12,-.2091439
2012m1,-.6002898
2012m2,-.4178233
2012m3,-.169813
2012m4,.0992868
2012m5,.2651639
2012m6,.2044884
2012m7,-.0745371
2012m8,-.6218302
2012m9,-.7184104
2012m10,-.4358101
2012m11,-.2536518
2012m12,-.4471141
2013m1,-.8107868
2013m2,-.6775114
2013m3,-.1596316
2013m4,.4058222
2013m5,.6011096
2013m6,.4126783
2013m7,-.1978834
2013m8,-1.18
2013m9,-1.676745
2013m10,-1.484297
2013m11,-1.145952
2013m12,-1.103107
2014m1,-1.29492
2014m2,-1.21499
2014m3,-.7276097
2014m4,-.1090304
2014m5,.2086006
2014m6,-.0876235
2014m7,-.6459059
2014m8,-1.53165
2014m9,-2.027025
2014m10,-1.763843
2014m11,-1.198326
2014m12,-.823626
2015m1,-1.097744
2015m2,-1.065969
2015m3,-.7707608
2015m4,-.3528478
2015m5,.053983
2015m6,.4588825
2015m7,.2595658
2015m8,-.5252863
2015m9,-.8596071
2015m10,-.6114686
2015m11,-.1403797
2015m12,.1434062
2016m1,-.0342504
2016m2,.0427251
2016m3,-.0030813
2016m4,-.0214294
