date,cat_job_growth
2011m1,-.8154777
2011m2,.1239257
2011m3,.3396935
2011m4,.1565336
2011m5,-.3474239
2011m6,-.6887234
2011m7,-.6157337
2011m8,-.5841576
2011m9,-.3406421
2011m10,-.2866544
2011m11,-.4791544
2011m12,-.7186944
2012m1,-.4756074
2012m2,.0642248
2012m3,.5112904
2012m4,.3474939
2012m5,-.0099023
2012m6,-.4878652
2012m7,-.4940542
2012m8,-.2632737
2012m9,-.1808544
2012m10,-.3710523
2012m11,-.8782741
2012m12,-1.146911
2013m1,-.9557565
2013m2,-.6574408
2013m3,-.4029085
2013m4,-.347948
2013m5,-.7368252
2013m6,-.9607332
2013m7,-.848529
2013m8,-.6973596
2013m9,-.1847349
2013m10,.2172233
2013m11,-.013584
2013m12,-.315027
2014m1,-.1463136
2014m2,.3473743
2014m3,.5922003
2014m4,.6127365
2014m5,.3191819
2014m6,-.0764009
2014m7,-.4083132
2014m8,-.4791209
2014m9,-.1857466
2014m10,.1806499
2014m11,.2881476
2014m12,.18872
2015m1,.3068577
2015m2,.7338658
2015m3,.7875673
2015m4,.612581
2015m5,.1308969
2015m6,-.2988298
2015m7,-.3124701
2015m8,.0095486
2015m9,.6109579
2015m10,.8437089
2015m11,.758395
2015m12,.6020036
2016m1,.6559033
2016m2,1.40352
2016m3,2.224844
2016m4,3.242452
