date,cat_family_stress
2008m1,-1.010943
2008m2,-1.468736
2008m3,-1.526218
2008m4,-1.481925
2008m5,-1.498613
2008m6,-1.196789
2008m7,-.8808632
2008m8,-.7557015
2008m9,-.6568607
2008m10,-.5855823
2008m11,-.609009
2008m12,-.6563042
2009m1,-.5515417
2009m2,-.5631593
2009m3,-.620298
2009m4,-.4497055
2009m5,-.1278979
2009m6,.4687562
2009m7,.870849
2009m8,.8877306
2009m9,.6589426
2009m10,.7496099
2009m11,1.24618
2009m12,1.72677
2010m1,2.109944
2010m2,1.916113
2010m3,1.622763
2010m4,1.402827
2010m5,1.544249
2010m6,2.252981
2010m7,2.388168
2010m8,2.108004
2010m9,1.691237
2010m10,1.126693
2010m11,.7048429
2010m12,.5720432
2011m1,.6226963
2011m2,.581745
2011m3,.4629643
2011m4,.4185886
2011m5,.5280836
2011m6,.6484995
2011m7,.6958283
2011m8,.5265408
2011m9,.2809823
2011m10,.033084
2011m11,-.2091084
2011m12,-.3012596
2012m1,-.0616185
2012m2,-.0288416
2012m3,-.1089988
2012m4,-.249469
2012m5,-.1759733
2012m6,.0861329
2012m7,.3394281
2012m8,.4229073
2012m9,-.0425498
2012m10,-.6027239
2012m11,-.9513242
2012m12,-1.188609
2013m1,-.9261704
2013m2,-.6841826
2013m3,-.5328118
2013m4,-.3403254
2013m5,-.2025093
2013m6,.0287781
2013m7,.2710283
2013m8,.4390197
2013m9,.1986495
2013m10,-.2297998
2013m11,-.6214186
2013m12,-.8245686
2014m1,-.7459691
2014m2,-.6159625
2014m3,-.732134
2014m4,-.7300712
2014m5,-.6238471
2014m6,-.3542022
2014m7,-.1415724
2014m8,-.0358733
2014m9,-.2192856
2014m10,-.473075
2014m11,-.762204
2014m12,-.8183114
2015m1,-.5476946
2015m2,-.3872854
2015m3,-.3216334
2015m4,-.2799706
2015m5,-.1280693
2015m6,.2624138
2015m7,.4847505
2015m8,.4285029
2015m9,.0883982
2015m10,-.306552
2015m11,-.6170381
2015m12,-.6620564
2016m1,-.3596027
2016m2,-.2527744
2016m3,-.316559
2016m4,-.5435722
