date,swb_learn
2011m1,.6437053
2011m2,.210973
2011m3,-.0298063
2011m4,-.0762974
2011m5,-.1680474
2011m6,-.2672329
2011m7,-.2404997
2011m8,-.0290591
2011m9,.2993242
2011m10,.2473598
2011m11,.1034522
2011m12,.0438295
2012m1,.2119025
2012m2,.5239283
2012m3,.8132573
2012m4,1.049228
2012m5,.9268228
2012m6,.8221465
2012m7,.6678577
2012m8,.7176341
2012m9,.6643802
2012m10,.4026099
2012m11,.1068358
2012m12,-.306786
2013m1,-.2534584
2013m2,-.1573879
2013m3,-.0697505
2013m4,.0230518
2013m5,.0595942
2013m6,.0695632
2013m7,-.1910857
2013m8,-.6217539
2013m9,-.7790585
2013m10,-.8711362
2013m11,-.9160776
2013m12,-.8028582
2014m1,-.439066
2014m2,-.4613827
2014m3,-.6795494
2014m4,-.9791662
2014m5,-1.210565
2014m6,-1.320209
2014m7,-1.282944
2014m8,-1.404951
2014m9,-1.610954
2014m10,-1.639315
2014m11,-1.778233
2014m12,-1.76991
2015m1,-1.714331
2015m2,-1.576716
2015m3,-1.249503
2015m4,-.8821651
2015m5,-.8275934
2015m6,-.9045486
2015m7,-.9355286
2015m8,-1.036212
2015m9,-1.092479
2015m10,-1.373995
2015m11,-1.968671
2015m12,-2.229485
2016m1,-2.137542
2016m2,-2.128786
2016m3,-1.971149
2016m4,-1.815479
