date,swb_anger
2011m1,-.5899456
2011m2,-.5263175
2011m3,-.0932035
2011m4,.2066677
2011m5,.2085127
2011m6,.0623422
2011m7,.2746542
2011m8,.6281235
2011m9,.4725034
2011m10,.0552586
2011m11,-.5956141
2011m12,-.7724811
2012m1,-.871639
2012m2,-.8109338
2012m3,-.5404331
2012m4,-.3380622
2012m5,-.3886302
2012m6,-.4481241
2012m7,-.2666791
2012m8,.2547452
2012m9,.3493007
2012m10,.0519118
2012m11,-.1294704
2012m12,-.0490063
2013m1,-.3005235
2013m2,-.319543
2013m3,-.1054793
2013m4,.1472126
2013m5,.3248617
2013m6,.2039663
2013m7,.3465689
2013m8,.9313861
2013m9,1.086669
2013m10,.8726056
2013m11,.6876689
2013m12,.5186689
2014m1,.2247143
2014m2,.09543
2014m3,.1646292
2014m4,.3881908
2014m5,.5558912
2014m6,.7645128
2014m7,1.293154
2014m8,2.008417
2014m9,2.074694
2014m10,1.669382
2014m11,1.313038
2014m12,1.195275
2015m1,1.05663
2015m2,.6662508
2015m3,.4808889
2015m4,.6797146
2015m5,.9449476
2015m6,.8662724
2015m7,1.051768
2015m8,1.789004
2015m9,2.121196
2015m10,1.772777
2015m11,1.089416
2015m12,.5455157
2016m1,.232213
2016m2,.1125929
2016m3,.0577861
2016m4,-.1703316
