date,cat_job_growth
2011m1,.4513367
2011m2,.6424517
2011m3,.5583519
2011m4,.4345174
2011m5,.2815492
2011m6,.1813098
2011m7,.2566221
2011m8,.4049693
2011m9,.4439049
2011m10,.1186598
2011m11,-.2535266
2011m12,-.2733323
2012m1,-.0415368
2012m2,-.0178614
2012m3,-.0676925
2012m4,-.1321407
2012m5,-.3382556
2012m6,-.5776051
2012m7,-.5839387
2012m8,-.546717
2012m9,-.3487305
2012m10,-.2623802
2012m11,-.3650291
2012m12,-.6243696
2013m1,-.5635192
2013m2,-.4441986
2013m3,-.2399116
2013m4,-.1582736
2013m5,-.552524
2013m6,-1.097209
2013m7,-1.335627
2013m8,-1.149052
2013m9,-.9223055
2013m10,-1.073811
2013m11,-1.352747
2013m12,-1.468781
2014m1,-1.217122
2014m2,-.665974
2014m3,-.3607589
2014m4,-.2987188
2014m5,-.6486726
2014m6,-.8001328
2014m7,-.7469937
2014m8,-.399193
2014m9,.0106977
2014m10,.2633518
2014m11,.2674139
2014m12,.1632485
2015m1,.0856384
2015m2,.2917453
2015m3,.7392932
2015m4,1.063731
2015m5,1.071969
2015m6,.6991792
2015m7,.4238466
2015m8,.3241471
2015m9,.815827
2015m10,.9819475
2015m11,.7196622
2015m12,.78297
2016m1,.8944358
2016m2,1.183684
2016m3,2.026946
2016m4,3.345236
