date,swb_security
2011m1,-.0410228
2011m2,.0245197
2011m3,.0957511
2011m4,.2916521
2011m5,.1617299
2011m6,-.0124604
2011m7,-.2852808
2011m8,-.4995497
2011m9,-.4092445
2011m10,-.0677474
2011m11,.3643425
2011m12,.9158626
2012m1,1.559155
2012m2,1.755668
2012m3,1.74719
2012m4,1.891918
2012m5,1.612735
2012m6,1.274493
2012m7,.8275089
2012m8,.6615255
2012m9,.8813406
2012m10,1.237222
2012m11,1.414419
2012m12,1.089969
2013m1,1.042569
2013m2,1.185203
2013m3,1.317903
2013m4,1.19968
2013m5,1.045205
2013m6,1.06792
2013m7,1.077819
2013m8,1.015674
2013m9,.9272782
2013m10,.6654909
2013m11,.6566328
2013m12,.8809211
2014m1,1.497293
2014m2,2.104384
2014m3,2.20922
2014m4,2.013199
2014m5,1.527326
2014m6,.9944324
2014m7,.9226578
2014m8,1.182207
2014m9,1.787917
2014m10,2.152078
2014m11,2.255398
2014m12,1.932459
2015m1,1.789875
2015m2,1.805786
2015m3,1.816395
2015m4,1.800041
2015m5,2.037507
2015m6,2.117167
2015m7,2.051525
2015m8,2.060578
2015m9,1.731197
2015m10,1.370585
2015m11,1.561958
2015m12,1.925255
2016m1,2.56757
2016m2,2.836484
2016m3,2.195699
2016m4,1.495455
