date,cat_health_worries
2011m1,2.483251
2011m2,1.569726
2011m3,.8091644
2011m4,.4908387
2011m5,.601604
2011m6,1.105391
2011m7,1.355311
2011m8,1.187355
2011m9,1.215649
2011m10,1.253451
2011m11,1.172203
2011m12,1.284625
2012m1,1.350993
2012m2,1.400527
2012m3,1.312731
2012m4,.9987064
2012m5,.6481331
2012m6,.4331529
2012m7,.1421565
2012m8,.0976858
2012m9,.4147754
2012m10,.6035975
2012m11,.4861283
2012m12,.1713653
2013m1,.1960063
2013m2,.1630364
2013m3,.0117569
2013m4,-.1841216
2013m5,-.3158742
2013m6,-.4231243
2013m7,-.5646377
2013m8,-.7889262
2013m9,-.6446456
2013m10,-.5945698
2013m11,-.6553197
2013m12,-.9487579
2014m1,-1.120388
2014m2,-1.22412
2014m3,-.9949463
2014m4,-.5606592
2014m5,-.2920666
2014m6,-.2544694
2014m7,-.2662937
2014m8,-.1565055
2014m9,.0537428
2014m10,.0786897
2014m11,-.2029907
2014m12,-.3721026
2015m1,-.3756725
2015m2,-.1454626
2015m3,.0193144
2015m4,-.3103195
2015m5,-.7113617
2015m6,-.7282739
2015m7,-.7552944
2015m8,-.8922527
2015m9,-1.052639
2015m10,-1.157735
2015m11,-1.147031
2015m12,-1.066601
2016m1,-1.006416
2016m2,-.9596076
2016m3,-1.036422
2016m4,-1.201461
