date,cat_spirituality
2008m1,-.0446929
2008m2,.0314863
2008m3,.0689676
2008m4,-.1052829
2008m5,-.5243366
2008m6,-.9378716
2008m7,-1.000681
2008m8,-.7672536
2008m9,-.1871429
2008m10,.08794
2008m11,.256375
2008m12,.1052547
2009m1,-.0820949
2009m2,.0120311
2009m3,-.0551464
2009m4,-.2870637
2009m5,-.736412
2009m6,-1.160025
2009m7,-1.236847
2009m8,-.8547049
2009m9,.1534656
2009m10,1.309552
2009m11,1.835509
2009m12,1.895671
2010m1,1.789074
2010m2,1.878617
2010m3,2.184869
2010m4,2.288389
2010m5,1.952482
2010m6,1.019092
2010m7,.4460925
2010m8,.5622288
2010m9,1.041938
2010m10,1.262741
2010m11,1.208526
2010m12,.8604077
2011m1,.3112478
2011m2,.0908371
2011m3,.1494505
2011m4,.1593226
2011m5,-.095584
2011m6,-.4502554
2011m7,-.6770808
2011m8,-.5456848
2011m9,-.0057306
2011m10,.522563
2011m11,.5341727
2011m12,.1437379
2012m1,-.0238743
2012m2,.1705811
2012m3,.43077
2012m4,.3496495
2012m5,-.2465427
2012m6,-.8397948
2012m7,-.924311
2012m8,-.6053361
2012m9,-.0148957
2012m10,.205307
2012m11,.2401212
2012m12,.180784
2013m1,.1633603
2013m2,.321494
2013m3,.4097678
2013m4,.1680719
2013m5,-.4342838
2013m6,-1.130261
2013m7,-1.419397
2013m8,-1.355173
2013m9,-.8415743
2013m10,-.4677413
2013m11,-.4262164
2013m12,-.4338569
2014m1,-.3291654
2014m2,-.1420685
2014m3,-.1660088
2014m4,-.3815481
2014m5,-.7535579
2014m6,-1.042325
2014m7,-1.106162
2014m8,-.9145987
2014m9,-.4115971
2014m10,-.0761916
2014m11,-.1022385
2014m12,-.2949941
2015m1,-.4088579
2015m2,-.1270048
2015m3,.2282992
2015m4,.1148451
2015m5,-.4257838
2015m6,-.9433049
2015m7,-1.348222
2015m8,-1.209863
2015m9,-.5586491
2015m10,.0021786
2015m11,.2340134
2015m12,.178259
2016m1,.0702411
2016m2,.1813806
2016m3,.5993642
2016m4,1.248762
