date,swb_sadness
2011m1,-.2708643
2011m2,.3269646
2011m3,.5499486
2011m4,.0999668
2011m5,-.3334324
2011m6,-.5759743
2011m7,-.2125581
2011m8,.3652852
2011m9,.7465383
2011m10,.530859
2011m11,.4025944
2011m12,.0456223
2012m1,-.4177031
2012m2,-.5772514
2012m3,-.8197939
2012m4,-.8799994
2012m5,-.7689982
2012m6,-.3644362
2012m7,.2576525
2012m8,.7757069
2012m9,.9695495
2012m10,.9753945
2012m11,.8549896
2012m12,1.060448
2013m1,.7078868
2013m2,-.0027432
2013m3,-.5727799
2013m4,-.9628471
2013m5,-.9849268
2013m6,-.8726039
2013m7,-.2951775
2013m8,.6088638
2013m9,1.24926
2013m10,1.230938
2013m11,.9532312
2013m12,.6228743
2014m1,.2754895
2014m2,-.0560844
2014m3,-.4161476
2014m4,-.4933556
2014m5,-.257881
2014m6,-.0344778
2014m7,-.0061844
2014m8,-.0975433
2014m9,-.2071375
2014m10,-.4627432
2014m11,-.6593753
2014m12,-.700762
2015m1,-.9345945
2015m2,-1.006308
2015m3,-1.102648
2015m4,-1.110887
2015m5,-.8328804
2015m6,-.9331509
2015m7,-.7237665
2015m8,-.5586936
2015m9,-.4147103
2015m10,-.2946187
2015m11,-.2198768
2015m12,-.6599002
2016m1,-1.371948
2016m2,-1.826752
2016m3,-1.805145
2016m4,-1.748093
