date,cat_personal_security
2008m1,-.6921073
2008m2,-.4783219
2008m3,-.4600075
2008m4,-.6961786
2008m5,-1.167856
2008m6,-1.422095
2008m7,-1.491795
2008m8,-1.442787
2008m9,-1.04568
2008m10,-.4865319
2008m11,-.1167289
2008m12,-.1856418
2009m1,-.3246874
2009m2,-.2007205
2009m3,-.1778101
2009m4,-.2561938
2009m5,-.5381509
2009m6,-.924043
2009m7,-1.100022
2009m8,-1.002017
2009m9,-.5917575
2009m10,.0585
2009m11,.6010783
2009m12,.7518359
2010m1,.687382
2010m2,.6999801
2010m3,.6390559
2010m4,.5839137
2010m5,.3242363
2010m6,-.242156
2010m7,-.5493556
2010m8,-.5153992
2010m9,-.2854465
2010m10,-.10589
2010m11,.1170769
2010m12,-.0464976
2011m1,-.180187
2011m2,-.2089149
2011m3,-.2462121
2011m4,-.297291
2011m5,-.4788335
2011m6,-.7413806
2011m7,-.6652597
2011m8,-.4477619
2011m9,-.2151204
2011m10,-.1263995
2011m11,-.1283518
2011m12,-.24692
2012m1,-.3427123
2012m2,-.269168
2012m3,-.1617215
2012m4,-.2215374
2012m5,-.393738
2012m6,-.43751
2012m7,-.3419337
2012m8,-.4932106
2012m9,-.3521239
2012m10,.2195522
2012m11,1.298197
2012m12,2.476929
2013m1,2.532178
2013m2,1.823415
2013m3,1.230174
2013m4,.9100111
2013m5,.1605367
2013m6,-.394295
2013m7,-.5784055
2013m8,-.5013548
2013m9,-.2982704
2013m10,-.1646542
2013m11,-.0221975
2013m12,-.0934469
2014m1,-.1537687
2014m2,-.0398832
2014m3,.1008951
2014m4,.1464303
2014m5,-.0487421
2014m6,-.2139435
2014m7,-.236054
2014m8,-.1932891
2014m9,-.0073128
2014m10,.2092173
2014m11,.2984027
2014m12,.3474865
2015m1,.3487352
2015m2,.2671697
2015m3,.1922148
2015m4,.0685226
2015m5,-.1004548
2015m6,-.2097244
2015m7,-.3935191
2015m8,-.376972
2015m9,.28106
2015m10,1.481322
2015m11,2.653659
2015m12,2.701744
2016m1,1.859798
2016m2,1.000206
2016m3,.4851857
2016m4,.0123525
