date,cat_education
2008m1,1.073855
2008m2,.873727
2008m3,.6169921
2008m4,.3384013
2008m5,-.133331
2008m6,-.5020911
2008m7,-.5287023
2008m8,-.1268309
2008m9,.3848709
2008m10,.4921643
2008m11,.2678334
2008m12,.0695092
2009m1,.1300786
2009m2,.3143937
2009m3,.3541206
2009m4,.2686861
2009m5,.0077106
2009m6,-.2394536
2009m7,-.3020818
2009m8,.171148
2009m9,.9939204
2009m10,1.734528
2009m11,1.902961
2009m12,1.792284
2010m1,1.864144
2010m2,1.953706
2010m3,1.920912
2010m4,1.640057
2010m5,1.075839
2010m6,.5228491
2010m7,.6155175
2010m8,1.367549
2010m9,2.29514
2010m10,2.570207
2010m11,2.254269
2010m12,1.487444
2011m1,.584002
2011m2,.0655662
2011m3,-.2082206
2011m4,-.3340705
2011m5,-.4913923
2011m6,-.6839142
2011m7,-.5849742
2011m8,-.0867169
2011m9,.4467636
2011m10,.5253855
2011m11,.3178472
2011m12,.0474681
2012m1,.0501777
2012m2,.0900038
2012m3,-.0394253
2012m4,-.3074732
2012m5,-.7030613
2012m6,-.9969952
2012m7,-.9436427
2012m8,-.5745143
2012m9,-.244265
2012m10,-.2554705
2012m11,-.4270687
2012m12,-.5561536
2013m1,-.4522943
2013m2,-.3473158
2013m3,-.3992543
2013m4,-.5338753
2013m5,-.8095296
2013m6,-1.057458
2013m7,-.985015
2013m8,-.5697806
2013m9,-.2351181
2013m10,-.2739739
2013m11,-.5826377
2013m12,-.7772563
2014m1,-.8408481
2014m2,-.7605039
2014m3,-.7656849
2014m4,-.9003817
2014m5,-1.219752
2014m6,-1.360248
2014m7,-1.17575
2014m8,-.6519395
2014m9,-.1276307
2014m10,-.0103732
2014m11,-.1707209
2014m12,-.2950674
2015m1,-.2896011
2015m2,-.2988887
2015m3,-.3626491
2015m4,-.5530977
2015m5,-.9098455
2015m6,-1.126016
2015m7,-1.024093
2015m8,-.5624549
2015m9,-.1701753
2015m10,-.1695555
2015m11,-.4469342
2015m12,-.7176675
2016m1,-.7125389
2016m2,-.6135287
2016m3,-.548714
2016m4,-.4040137
