date,swb_security
2011m1,.2861073
2011m2,.7229424
2011m3,.6052829
2011m4,.1940104
2011m5,-.086842
2011m6,-.349003
2011m7,-.242561
2011m8,-.1657206
2011m9,-.3608302
2011m10,-.4554285
2011m11,-.1211441
2011m12,-.06172
2012m1,.0486843
2012m2,.2449755
2012m3,.4656309
2012m4,.3907492
2012m5,.3021244
2012m6,.4791097
2012m7,.3373968
2012m8,-.1274004
2012m9,-.7834845
2012m10,-1.31264
2012m11,-1.233898
2012m12,-.5143047
2013m1,.1941464
2013m2,.6814997
2013m3,.8546853
2013m4,.9730458
2013m5,.8375114
2013m6,.8965716
2013m7,.8274805
2013m8,.4779488
2013m9,-.1067728
2013m10,-.1612253
2013m11,.2960582
2013m12,.5852171
2014m1,.819904
2014m2,1.025212
2014m3,1.295383
2014m4,1.538688
2014m5,1.736193
2014m6,1.380184
2014m7,1.008019
2014m8,.8963069
2014m9,.6247663
2014m10,.2445349
2014m11,.4752938
2014m12,1.296319
2015m1,1.982747
2015m2,1.842035
2015m3,1.371222
2015m4,1.183124
2015m5,1.153926
2015m6,1.030267
2015m7,.9081296
2015m8,.7508318
2015m9,.6872023
2015m10,.7178242
2015m11,.8758293
2015m12,1.231968
2016m1,1.822583
2016m2,1.983661
2016m3,1.599755
2016m4,.7701959
