date,cat_family_stress
2011m1,1.76735
2011m2,.7664271
2011m3,.3286478
2011m4,.3562769
2011m5,.675103
2011m6,1.091056
2011m7,1.278613
2011m8,1.150214
2011m9,.6560076
2011m10,.152512
2011m11,-.3524459
2011m12,-.4497082
2012m1,-.1112493
2012m2,-.0403861
2012m3,-.0279464
2012m4,.2181318
2012m5,.6088187
2012m6,1.053618
2012m7,1.402808
2012m8,1.310279
2012m9,.7084785
2012m10,-.1654534
2012m11,-.9661922
2012m12,-1.219204
2013m1,-.6477055
2013m2,-.2728969
2013m3,-.0307007
2013m4,.2281351
2013m5,.3570174
2013m6,.5018756
2013m7,.6670506
2013m8,.4063759
2013m9,-.3507466
2013m10,-1.051576
2013m11,-1.479475
2013m12,-1.415229
2014m1,-.7237551
2014m2,-.2712546
2014m3,-.2280875
2014m4,-.2319941
2014m5,-.0382396
2014m6,.2855907
2014m7,.4817146
2014m8,.3729373
2014m9,.0467849
2014m10,-.5237204
2014m11,-1.044485
2014m12,-1.057166
2015m1,-.3544225
2015m2,.1734319
2015m3,.3895803
2015m4,.3102812
2015m5,.271208
2015m6,.5343033
2015m7,.7585935
2015m8,.5776032
2015m9,.0187409
2015m10,-.7084314
2015m11,-1.333486
2015m12,-1.470877
2016m1,-1.098155
2016m2,-.8072186
2016m3,-.7148025
2016m4,-.7185563
