sadness
2.192571
.6367245
-.1295256
-.5894662
.2482852
-1.028755
.6013494
1.166432
1.445074
1.262735
.8790956
1.989927
.4075195
.3710344
-.4535772
-1.859705
-1.721941
-.3046365
-.1361554
-.9706531
.0516827
.2198727
1.551081
3.761365
1.784534
.1498196
-1.032334
-.1166905
-.0742395
-1.766191
.274995
-.6186978
-.2995823
-.7441002
.3419901
1.23431
1.16233
.1942729
-.1054135
-.100493
-.423458
-1.46534
.2162294
-.1478335
.4626987
-.109901
.5475115
1.69266
.814685
-.0408196
.3778893
-.8353993
-.5907274
-.9815128
-.7833415
-.248726
-.3794582
