date,swb_worry
2011m1,-.0280446
2011m2,-.0341361
2011m3,-.1478158
2011m4,-.1632671
2011m5,-.1110216
2011m6,.2021901
2011m7,.3329735
2011m8,.6716229
2011m9,.6218884
2011m10,.5776317
2011m11,.6184783
2011m12,.4861825
2012m1,.3598282
2012m2,.3106366
2012m3,-.0298036
2012m4,-.4374436
2012m5,-1.011703
2012m6,-1.135609
2012m7,-.6131086
2012m8,-.0804878
2012m9,.3601819
2012m10,.7953992
2012m11,.7075223
2012m12,.1762422
2013m1,-.3782352
2013m2,-.9798526
2013m3,-1.429077
2013m4,-1.50875
2013m5,-1.385326
2013m6,-1.217078
2013m7,-1.145282
2013m8,-.9689882
2013m9,-.9503186
2013m10,-1.105696
2013m11,-1.449755
2013m12,-1.40084
2014m1,-1.123328
2014m2,-1.201168
2014m3,-1.592703
2014m4,-1.946752
2014m5,-2.202657
2014m6,-2.043526
2014m7,-1.746569
2014m8,-1.530193
2014m9,-1.300487
2014m10,-1.333514
2014m11,-1.50331
2014m12,-1.508679
2015m1,-1.123688
2015m2,-1.012707
2015m3,-1.12776
2015m4,-1.398098
2015m5,-1.686245
2015m6,-1.750212
2015m7,-1.633456
2015m8,-1.270188
2015m9,-.9464253
2015m10,-.8640148
2015m11,-1.109253
2015m12,-1.533749
2016m1,-1.865831
2016m2,-1.741592
2016m3,-1.328513
2016m4,-.594281
