date,swb_sadness
2011m1,1.465523
2011m2,.6360407
2011m3,-.1221486
2011m4,-.8317305
2011m5,-1.216717
2011m6,-1.102425
2011m7,-.3745491
2011m8,.4555679
2011m9,.8235386
2011m10,.8608937
2011m11,.9237085
2011m12,.7611035
2012m1,.4779149
2012m2,.3624568
2012m3,.2729827
2012m4,.0747746
2012m5,-.2885439
2012m6,-.3539042
2012m7,-.1484757
2012m8,.1290317
2012m9,.3692375
2012m10,.6402409
2012m11,1.142011
2012m12,1.649963
2013m1,1.421502
2013m2,.7934769
2013m3,.277033
2013m4,.0441712
2013m5,-.1890784
2013m6,-.5766081
2013m7,-.6439463
2013m8,-.1649611
2013m9,.2608442
2013m10,.3242643
2013m11,.3463497
2013m12,.4910659
2014m1,.4161825
2014m2,.2254079
2014m3,.1263948
2014m4,.0951978
2014m5,-.1240858
2014m6,-.2682109
2014m7,-.2381655
2014m8,.0103596
2014m9,.0360627
2014m10,-.1546536
2014m11,-.3204686
2014m12,-.4622131
2015m1,-.8618062
2015m2,-1.189374
2015m3,-1.117794
2015m4,-1.096723
2015m5,-.8863359
2015m6,-.8468922
2015m7,-.7174953
2015m8,-.4092079
2015m9,-.2479557
2015m10,-.1927567
2015m11,-.2547771
2015m12,-.5226777
2016m1,-.8906378
2016m2,-1.2933
2016m3,-2.030229
2016m4,-3.381764
