date,cat_civic_engagement
2008m1,.841776
2008m2,.8268497
2008m3,.6612172
2008m4,.4282979
2008m5,.1269125
2008m6,-.4282827
2008m7,-.8137562
2008m8,-.5612844
2008m9,.392106
2008m10,1.266968
2008m11,1.293454
2008m12,.9380183
2009m1,.968188
2009m2,1.167826
2009m3,1.261872
2009m4,1.185854
2009m5,.9003794
2009m6,.2339986
2009m7,-.3036833
2009m8,-.186502
2009m9,.4804762
2009m10,1.216738
2009m11,1.500161
2009m12,1.417694
2010m1,1.650377
2010m2,1.91173
2010m3,2.145514
2010m4,1.992069
2010m5,1.518058
2010m6,.5171863
2010m7,-.3457839
2010m8,-.4109036
2010m9,.1342268
2010m10,.6249752
2010m11,.6666186
2010m12,.4799492
2011m1,.4166611
2011m2,.3657823
2011m3,.2681918
2011m4,-.0277574
2011m5,-.3377775
2011m6,-.7415423
2011m7,-1.033326
2011m8,-.8647103
2011m9,-.340955
2011m10,.1555571
2011m11,.1607385
2011m12,-.1903763
2012m1,-.2810305
2012m2,-.2628762
2012m3,-.3711184
2012m4,-.5606084
2012m5,-.7963043
2012m6,-1.192619
2012m7,-1.453947
2012m8,-1.334177
2012m9,-.8382782
2012m10,-.3843984
2012m11,-.2611075
2012m12,-.3075466
2013m1,-.1433005
2013m2,-.0793057
2013m3,-.1102575
2013m4,-.3011715
2013m5,-.616384
2013m6,-1.117132
2013m7,-1.478975
2013m8,-1.393973
2013m9,-.8034692
2013m10,-.2169548
2013m11,-.1150388
2013m12,-.2796298
2014m1,-.2578313
2014m2,-.1707338
2014m3,-.1514182
2014m4,-.2345392
2014m5,-.495234
2014m6,-.9585302
2014m7,-1.36474
2014m8,-1.365862
2014m9,-.9274716
2014m10,-.4903644
2014m11,-.4137142
2014m12,-.4465997
2015m1,-.2978761
2015m2,-.1098067
2015m3,-.0087418
2015m4,-.0458467
2015m5,-.2113317
2015m6,-.5104653
2015m7,-.8055089
2015m8,-.8156744
2015m9,-.3914505
2015m10,.1179457
2015m11,.3268194
2015m12,.3072846
2016m1,.4318492
2016m2,.4639067
2016m3,.2259466
2016m4,-.2301888
