summer_leisure_f
-.9126773
-.5987184
.1713156
.5092744
1.481894
1.862885
1.487826
.3475874
-.4408139
-1.070481
-1.590652
-.886808
-.7825422
-.8154365
.0946125
.5762215
1.328408
1.800933
1.26188
.1039638
-1.111669
-1.431578
-1.459011
-.6806302
-.9276072
-.8838234
-.2358577
-.1731182
1.116457
2.201035
1.33025
.5492617
-.0539508
-.733682
-1.271577
-.5150549
-.735195
-.5800887
-.0620217
.0374153
.772673
1.579755
1.284011
.4597577
-.7041598
-.7369795
-1.06536
-.7189712
-.902029
-1.0037
.0502615
-.1234951
1.005589
1.264454
1.129869
.4111584
-1.011062
