date,cat_health_worries
2008m1,-1.485573
2008m2,-1.304343
2008m3,-1.269755
2008m4,-1.210422
2008m5,-1.051534
2008m6,-.7333707
2008m7,-.4819191
2008m8,-.1994931
2008m9,-.1957089
2008m10,-.2825977
2008m11,-.4352253
2008m12,-.5287802
2009m1,-.6436049
2009m2,-.7009366
2009m3,-.8081504
2009m4,-.658728
2009m5,-.3112674
2009m6,.0726172
2009m7,.3640573
2009m8,.3609801
2009m9,.5079582
2009m10,.5055681
2009m11,.6360611
2009m12,1.220643
2010m1,2.147869
2010m2,2.645925
2010m3,2.663319
2010m4,2.5348
2010m5,1.947676
2010m6,1.193352
2010m7,.6314399
2010m8,.3818323
2010m9,.2833223
2010m10,.6542336
2010m11,1.508409
2010m12,2.021617
2011m1,1.87228
2011m2,1.206493
2011m3,.8347918
2011m4,.5475851
2011m5,.6208027
2011m6,.959516
2011m7,.9858145
2011m8,.8175865
2011m9,.7299052
2011m10,.315668
2011m11,-.0657975
2011m12,-.0921934
2012m1,.0959218
2012m2,.1497979
2012m3,-.0176675
2012m4,-.1401679
2012m5,-.026588
2012m6,-.1462946
2012m7,-.4546109
2012m8,-.5656772
2012m9,-.4554244
2012m10,-.3177137
2012m11,-.1331799
2012m12,.0061038
2013m1,.2462705
2013m2,.1840623
2013m3,.0774503
2013m4,-.0402683
2013m5,.0981863
2013m6,.2061193
2013m7,.236766
2013m8,-.0001663
2013m9,-.3325556
2013m10,-.5073604
2013m11,-.5636111
2013m12,-.5021544
2014m1,-.4200577
2014m2,-.4154963
2014m3,-.5762873
2014m4,-.6299958
2014m5,-.6778885
2014m6,-.6422516
2014m7,-.7708384
2014m8,-.6891903
2014m9,-.4727043
2014m10,-.3519624
2014m11,-.3779973
2014m12,-.5795289
2015m1,-.6395422
2015m2,-.6005511
2015m3,-.549632
2015m4,-.5894166
2015m5,-.783397
2015m6,-.7507549
2015m7,-.8490574
2015m8,-.8022485
2015m9,-.6888659
2015m10,-.6016002
2015m11,-.5870654
2015m12,-.5922467
2016m1,-.6550574
2016m2,-.5956591
2016m3,-.2171252
2016m4,.296458
