region,date,crime
Franche-Comte,2013m1,-.13530548
Franche-Comte,2013m2,.026076304
Franche-Comte,2013m3,-.29346877
Franche-Comte,2013m4,-.41758841
Franche-Comte,2013m5,-.10534662
Franche-Comte,2013m6,-.064278081
Franche-Comte,2013m7,-.95094442
Franche-Comte,2013m8,-.65018368
Franche-Comte,2013m9,.0902417
Franche-Comte,2013m10,-.10738927
Franche-Comte,2013m11,-.1608931
Franche-Comte,2013m12,-.50560671
Franche-Comte,2014m1,-.14519978
Franche-Comte,2014m2,-.098093599
Franche-Comte,2014m3,-.3824296
Franche-Comte,2014m4,-.52492577
Franche-Comte,2014m5,-.23254365
Franche-Comte,2014m6,-.54044932
Franche-Comte,2014m7,-.5796724
Franche-Comte,2014m8,-.97470909
Franche-Comte,2014m9,.02748109
Franche-Comte,2014m10,.31250522
Franche-Comte,2014m11,.55981052
Franche-Comte,2014m12,-.9965651
Franche-Comte,2015m1,.20543066
Franche-Comte,2015m2,.42707169
Franche-Comte,2015m3,.34873909
Franche-Comte,2015m4,.28657362
Franche-Comte,2015m5,-.26115051
Franche-Comte,2015m6,-.37667811
Franche-Comte,2015m7,-1.0324559
Franche-Comte,2015m8,-.37252101
Franche-Comte,2015m9,.8078261
Franche-Comte,2015m10,.48520717
Franche-Comte,2015m11,1.390187
Franche-Comte,2015m12,-.04708232
Franche-Comte,2016m1,.53887588
Franche-Comte,2016m2,.43638757
Franche-Comte,2016m3,.91106886
Franche-Comte,2016m4,.6182273
Franche-Comte,2016m5,.26035628
Franche-Comte,2016m6,-.022690652
Franche-Comte,2016m7,-.31262049
Franche-Comte,2016m8,-.27438921
Franche-Comte,2016m9,.51826322
Franche-Comte,2016m10,.34159124
Franche-Comte,2016m11,.4592281
Franche-Comte,2016m12,-.12431598
Franche-Comte,2017m1,.93177444
Franche-Comte,2017m2,.21997243
Franche-Comte,2017m3,.52837867
