date,cat_education
2011m1,1.014108
2011m2,.9113784
2011m3,.6982004
2011m4,.4018845
2011m5,-.0928965
2011m6,-.4860141
2011m7,-.3780715
2011m8,.4159656
2011m9,1.162419
2011m10,1.242358
2011m11,.8634018
2011m12,.4426619
2012m1,.4493263
2012m2,.5530489
2012m3,.5201593
2012m4,.1913508
2012m5,-.4229775
2012m6,-.9309546
2012m7,-.7754604
2012m8,.0283886
2012m9,.64963
2012m10,.58996
2012m11,.2232139
2012m12,-.0602073
2013m1,.052788
2013m2,.1001735
2013m3,-.1559303
2013m4,-.5200925
2013m5,-1.159256
2013m6,-1.59196
2013m7,-1.36302
2013m8,-.4527703
2013m9,.3168549
2013m10,.3949212
2013m11,.0321395
2013m12,-.3463702
2014m1,-.3193074
2014m2,-.1126723
2014m3,-.113984
2014m4,-.3602602
2014m5,-.9100709
2014m6,-1.312589
2014m7,-1.050342
2014m8,-.1396147
2014m9,.6420733
2014m10,.6336923
2014m11,.2809994
2014m12,.0402378
2015m1,.2149005
2015m2,.3885196
2015m3,.2993048
2015m4,-.0613891
2015m5,-.7667237
2015m6,-1.35576
2015m7,-1.157734
2015m8,-.1171437
2015m9,.7337578
2015m10,.7706308
2015m11,.362458
2015m12,-.0068721
2016m1,.1132912
2016m2,.2973352
2016m3,.2818812
2016m4,.2070288
