date,cat_health_conditions
2008m1,-.141841
2008m2,-.0269155
2008m3,.1659138
2008m4,.146961
2008m5,-.2911441
2008m6,-.6618847
2008m7,-.7054629
2008m8,-.4699983
2008m9,-.0279822
2008m10,.1782341
2008m11,.1911614
2008m12,-.0870898
2009m1,-.1336364
2009m2,.1657217
2009m3,.3600287
2009m4,.2373283
2009m5,-.200616
2009m6,-.6003387
2009m7,-.7065774
2009m8,-.5579187
2009m9,.041047
2009m10,.9544853
2009m11,1.246152
2009m12,1.411236
2010m1,1.699016
2010m2,1.850773
2010m3,2.132182
2010m4,2.414298
2010m5,2.199948
2010m6,1.685038
2010m7,1.47177
2010m8,1.651582
2010m9,1.864139
2010m10,1.808393
2010m11,1.515341
2010m12,.7204903
2011m1,-.1840539
2011m2,-.4086573
2011m3,-.2578935
2011m4,-.3040632
2011m5,-.5659422
2011m6,-.7554481
2011m7,-.9814149
2011m8,-1.115012
2011m9,-.7574303
2011m10,-.3085801
2011m11,-.3154956
2011m12,-.4718519
2012m1,-.3380134
2012m2,.0576609
2012m3,.2766392
2012m4,.047382
2012m5,-.4134962
2012m6,-.9211611
2012m7,-1.146477
2012m8,-1.013487
2012m9,-.6875297
2012m10,-.6789206
2012m11,-.7690314
2012m12,-.6644478
2013m1,-.3675856
2013m2,-.0486894
2013m3,-.0504063
2013m4,-.1603078
2013m5,-.392843
2013m6,-.7237801
2013m7,-.8361347
2013m8,-.6307783
2013m9,-.1535564
2013m10,.1600204
2013m11,-.2080226
2013m12,-.8567915
2014m1,-.9348179
2014m2,-.5246107
2014m3,-.3246803
2014m4,-.3336493
2014m5,-.4858444
2014m6,-.7472883
2014m7,-.8419613
2014m8,-.6459111
2014m9,-.2384674
2014m10,.0270266
2014m11,-.0201667
2014m12,-.210928
2015m1,-.0814195
2015m2,.292768
2015m3,.2901618
2015m4,.0148657
2015m5,-.3804146
2015m6,-.6271024
2015m7,-.5369259
2015m8,-.1600909
2015m9,.378973
2015m10,.5247022
2015m11,.4621899
2015m12,.2647638
2016m1,.167016
2016m2,.2289945
2016m3,.0839707
2016m4,-.1953878
