date,cat_family
2011m1,-.7088952
2011m2,-.9284049
2011m3,-1.02476
2011m4,-1.126083
2011m5,-1.224533
2011m6,-1.413327
2011m7,-1.432584
2011m8,-.8238595
2011m9,.3177065
2011m10,1.070329
2011m11,1.189174
2011m12,1.003833
2012m1,.7594068
2012m2,.404739
2012m3,.0419507
2012m4,-.2913997
2012m5,-.5645778
2012m6,-.7343468
2012m7,-.7039122
2012m8,-.1946498
2012m9,.5218085
2012m10,.706245
2012m11,.4737802
2012m12,.3563026
2013m1,.3473724
2013m2,.434334
2013m3,.5143791
2013m4,.3578482
2013m5,.0113957
2013m6,-.3428504
2013m7,-.3143908
2013m8,.3550569
2013m9,1.488578
2013m10,2.116347
2013m11,1.75179
2013m12,.8766078
2014m1,.1295251
2014m2,-.2597858
2014m3,-.3467439
2014m4,-.5663072
2014m5,-.8274687
2014m6,-1.017068
2014m7,-.92005
2014m8,-.2979481
2014m9,.577091
2014m10,.9768733
2014m11,.8860971
2014m12,.5495685
2015m1,.2275886
2015m2,-.0127664
2015m3,-.2022646
2015m4,-.5393677
2015m5,-.9118699
2015m6,-1.117945
2015m7,-1.085243
2015m8,-.5517943
2015m9,.3222752
2015m10,.8181561
2015m11,.7822061
2015m12,.55898
2016m1,.3528739
2016m2,.0587449
2016m3,-.2604743
2016m4,-.5932943
