date,cat_health_worries
2011m1,2.016537
2011m2,1.871492
2011m3,1.589387
2011m4,1.27589
2011m5,.9385612
2011m6,.710515
2011m7,.5406291
2011m8,.6744043
2011m9,1.013882
2011m10,1.140176
2011m11,1.208024
2011m12,1.347073
2012m1,1.724193
2012m2,1.866493
2012m3,1.717639
2012m4,1.237228
2012m5,.7814392
2012m6,.2749046
2012m7,-.1359129
2012m8,-.1857103
2012m9,-.0812471
2012m10,.0817218
2012m11,.1147339
2012m12,.2972812
2013m1,.4638594
2013m2,.4703824
2013m3,.4992781
2013m4,.3727306
2013m5,.0464617
2013m6,-.3354616
2013m7,-.4677769
2013m8,-.4054471
2013m9,-.1767867
2013m10,-.0298794
2013m11,-.0836861
2013m12,-.2052619
2014m1,-.368307
2014m2,-.5142109
2014m3,-.4656079
2014m4,-.3834398
2014m5,-.36179
2014m6,-.5970516
2014m7,-.7245402
2014m8,-.8080769
2014m9,-.7002723
2014m10,-.5147703
2014m11,-.4135566
2014m12,-.3674786
2015m1,-.1979926
2015m2,-.0609723
2015m3,-.2650909
2015m4,-.7579763
2015m5,-1.276566
2015m6,-1.498535
2015m7,-1.479768
2015m8,-1.479818
2015m9,-1.424753
2015m10,-1.310565
2015m11,-1.238817
2015m12,-1.134848
2016m1,-1.029179
2016m2,-.9719599
2016m3,-.9513617
2016m4,-.8704396
