date,cat_civic_engagement
2008m1,.4548509
2008m2,.4399862
2008m3,.3957313
2008m4,.1817392
2008m5,-.2855326
2008m6,-.6816071
2008m7,-.8388619
2008m8,-.5618543
2008m9,.1969324
2008m10,.740477
2008m11,.5223916
2008m12,.2537144
2009m1,.2411861
2009m2,.2392086
2009m3,.2425905
2009m4,.0126108
2009m5,-.3710387
2009m6,-.7193347
2009m7,-.7233469
2009m8,-.3161326
2009m9,.7735013
2009m10,1.861737
2009m11,2.334627
2009m12,2.046165
2010m1,1.67721
2010m2,1.697212
2010m3,1.639033
2010m4,1.566193
2010m5,.8702571
2010m6,.160748
2010m7,-.0758957
2010m8,.3153867
2010m9,.9912583
2010m10,1.273724
2010m11,1.406673
2010m12,1.230885
2011m1,.6053024
2011m2,.1937034
2011m3,-.0067023
2011m4,-.1325958
2011m5,-.4669448
2011m6,-.9184822
2011m7,-1.067872
2011m8,-.6845343
2011m9,.0823892
2011m10,.4154016
2011m11,.3201059
2011m12,.1136699
2012m1,.1020325
2012m2,.2910419
2012m3,.3660365
2012m4,.2219732
2012m5,-.4727123
2012m6,-1.190026
2012m7,-1.352754
2012m8,-.9736004
2012m9,-.2529829
2012m10,.1875824
2012m11,.1816231
2012m12,.0259667
2013m1,-.0385681
2013m2,-.0763226
2013m3,-.1647953
2013m4,-.3201258
2013m5,-.7173307
2013m6,-1.016308
2013m7,-1.042631
2013m8,-.7141578
2013m9,-.0302344
2013m10,.3010903
2013m11,.1945516
2013m12,-.1691698
2014m1,-.4421767
2014m2,-.4112659
2014m3,-.4347427
2014m4,-.5553722
2014m5,-.9376324
2014m6,-1.381847
2014m7,-1.45608
2014m8,-1.053131
2014m9,-.3643584
2014m10,-.0304893
2014m11,-.0514647
2014m12,-.1613599
2015m1,-.2318737
2015m2,-.2071001
2015m3,-.273018
2015m4,-.3426137
2015m5,-.7581003
2015m6,-1.15857
2015m7,-1.269398
2015m8,-.9011801
2015m9,-.1653039
2015m10,.2175281
2015m11,.2781362
2015m12,.2004268
2016m1,.2223427
2016m2,.2877209
2016m3,.2261292
2016m4,.1687485
