date,swb_worry
2011m1,-.9008679
2011m2,-1.328236
2011m3,-1.526863
2011m4,-1.630381
2011m5,-1.548068
2011m6,-1.305775
2011m7,-.9751654
2011m8,-.3749512
2011m9,-.1346799
2011m10,-.4554513
2011m11,-1.241858
2011m12,-2.002847
2012m1,-2.362044
2012m2,-2.326756
2012m3,-2.173267
2012m4,-1.934633
2012m5,-1.839902
2012m6,-1.718959
2012m7,-1.601264
2012m8,-1.425736
2012m9,-1.073462
2012m10,-.7896134
2012m11,-.8282371
2012m12,-1.253411
2013m1,-1.721794
2013m2,-2.208248
2013m3,-2.6083
2013m4,-2.617446
2013m5,-2.731374
2013m6,-2.801776
2013m7,-2.773128
2013m8,-2.456018
2013m9,-2.145183
2013m10,-2.132689
2013m11,-2.396958
2013m12,-2.679503
2014m1,-2.844489
2014m2,-2.878346
2014m3,-3.139307
2014m4,-3.232477
2014m5,-3.336702
2014m6,-3.200599
2014m7,-3.138037
2014m8,-2.910969
2014m9,-2.836857
2014m10,-2.937051
2014m11,-3.07047
2014m12,-2.980486
2015m1,-2.794483
2015m2,-2.752835
2015m3,-2.898968
2015m4,-3.15766
2015m5,-3.226295
2015m6,-3.136944
2015m7,-2.885342
2015m8,-2.59798
2015m9,-2.634206
2015m10,-2.955825
2015m11,-3.347295
2015m12,-3.648945
2016m1,-3.746123
2016m2,-3.697017
2016m3,-3.46591
2016m4,-3.060709
