date,cat_family_stress
2011m1,-.1641607
2011m2,-.2031706
2011m3,-.2727857
2011m4,-.1931554
2011m5,.13874
2011m6,.7448561
2011m7,1.201419
2011m8,1.007613
2011m9,.5365592
2011m10,-.2340401
2011m11,-.9128183
2011m12,-1.092219
2012m1,-.7016619
2012m2,-.5104573
2012m3,-.3520826
2012m4,-.0079505
2012m5,.4643174
2012m6,.9994164
2012m7,1.428574
2012m8,1.392848
2012m9,.6460951
2012m10,-.5194346
2012m11,-1.32931
2012m12,-1.428144
2013m1,-.7551202
2013m2,-.2084823
2013m3,.2172885
2013m4,.6305877
2013m5,.6605496
2013m6,.7224624
2013m7,.7870373
2013m8,.6526952
2013m9,.1204304
2013m10,-.4902465
2013m11,-1.016273
2013m12,-.9945592
2014m1,-.2699299
2014m2,.1339107
2014m3,.2337448
2014m4,.3414867
2014m5,.3732144
2014m6,.5362625
2014m7,.916808
2014m8,1.001752
2014m9,.5912865
2014m10,-.2060802
2014m11,-.9662625
2014m12,-1.129562
2015m1,-.6957532
2015m2,-.3510137
2015m3,-.0618663
2015m4,.2110951
2015m5,.5388936
2015m6,.9141679
2015m7,.8703241
2015m8,.6297412
2015m9,-.018835
2015m10,-.7518575
2015m11,-1.148837
2015m12,-1.115826
2016m1,-.5665728
2016m2,-.2018746
2016m3,-.3031818
2016m4,-.4706521
