date,swb_respect
2008m1,-.3689095
2008m2,-.4303258
2008m3,-.0776752
2008m4,.0273915
2008m5,-.2476519
2008m6,-.2970527
2008m7,-.1498732
2008m8,.2043197
2008m9,.399085
2008m10,.3984159
2008m11,.5347528
2008m12,.3679838
2009m1,.5576112
2009m2,.4435126
2009m3,-.165364
2009m4,-.5685883
2009m5,-.7325099
2009m6,-.5288227
2009m7,.0629508
2009m8,.9007474
2009m9,1.423813
2009m10,1.006693
2009m11,.2907992
2009m12,-.1793718
2010m1,.0005925
2010m2,.0891875
2010m3,.4113377
2010m4,.0915954
2010m5,-.7834831
2010m6,-1.13711
2010m7,-.9861826
2010m8,-.626354
2010m9,-.196746
2010m10,-.2408505
2010m11,.0271612
2010m12,.8448912
2011m1,1.519542
2011m2,1.614849
2011m3,1.489432
2011m4,.9555326
2011m5,.8218158
2011m6,.7266459
2011m7,.4102467
2011m8,.2972987
2011m9,.5732223
2011m10,.7659426
2011m11,.9578852
2011m12,.9869038
2012m1,1.071173
2012m2,.9051377
2012m3,.5902531
2012m4,.3725157
2012m5,.3986675
2012m6,.2029386
2012m7,-.0032183
2012m8,.0993642
2012m9,.3555484
2012m10,.6441463
2012m11,.5359384
2012m12,.2679282
2013m1,.5092276
2013m2,.7822323
2013m3,.7424881
2013m4,.4828086
2013m5,.1873373
2013m6,.0541099
2013m7,.2262588
2013m8,.5134231
2013m9,.8642838
2013m10,1.084574
2013m11,.859161
2013m12,.7956806
2014m1,.8519987
2014m2,.8113938
2014m3,.6421467
2014m4,.4930702
2014m5,.308222
2014m6,-.0277858
2014m7,-.3057579
2014m8,-.4559295
2014m9,-.3604523
2014m10,-.3039462
2014m11,-.1043246
2014m12,.0264711
2015m1,.2868017
2015m2,.1577065
2015m3,-.2151524
2015m4,-.5909795
2015m5,-.6293276
2015m6,-.5799643
2015m7,-.583041
2015m8,-.6704342
2015m9,-.8864314
2015m10,-1.076972
2015m11,-1.166176
2015m12,-.9705872
2016m1,-.5012017
2016m2,-.4921753
2016m3,-1.024884
2016m4,-2.268411
