summer_leisure_f
-.7422185
-.7633891
.0697751
.157518
.9213005
1.533377
1.41061
.4588756
-.5895637
-1.029878
-1.269511
-.6770762
-.839294
-.8593671
.2141205
.1626428
.9636697
1.985515
1.379157
.2387365
-.8214559
-.885385
-1.221714
-.7799688
-1.189705
-.9784051
-.2680248
.2424295
1.292274
1.97863
1.652488
.729295
-.3480507
-.7227331
-1.028934
-.7137495
-.5767681
-.9130451
-.2557497
-.0070231
.9790559
1.91406
1.57016
.3768024
-.6475226
-.8498551
-1.19544
-1.002159
-1.164446
-.9962342
-.4099491
-.14037
.9726197
1.644546
1.344116
.3028812
-.6076694
