date,cat_family_stress
2008m1,-.5524895
2008m2,-.6904432
2008m3,-.7961813
2008m4,-.8910714
2008m5,-1.07164
2008m6,-.9234467
2008m7,-.7065527
2008m8,-.649726
2008m9,-.5202759
2008m10,-.4265567
2008m11,-.7742428
2008m12,-.7660933
2009m1,-.4477635
2009m2,-.4528948
2009m3,-.420612
2009m4,-.1933102
2009m5,.0575059
2009m6,.08066
2009m7,-.0967157
2009m8,-.1430777
2009m9,-.0229559
2009m10,.18003
2009m11,.7029074
2009m12,1.560423
2010m1,2.290414
2010m2,2.28321
2010m3,1.887281
2010m4,1.642785
2010m5,1.417456
2010m6,1.527335
2010m7,2.064316
2010m8,2.299457
2010m9,1.394347
2010m10,.7409729
2010m11,.3820366
2010m12,.4168134
2011m1,.443425
2011m2,.3115512
2011m3,.1937575
2011m4,.2404407
2011m5,.334126
2011m6,.5350233
2011m7,.8712176
2011m8,1.047217
2011m9,.8455605
2011m10,.6304215
2011m11,.2881087
2011m12,.0833111
2012m1,.3708066
2012m2,.4999076
2012m3,.4677323
2012m4,.3996744
2012m5,.1228422
2012m6,-.0103969
2012m7,.1020562
2012m8,.1102823
2012m9,-.0969989
2012m10,-.3073425
2012m11,-.6427212
2012m12,-.808943
2013m1,-.6456938
2013m2,-.3912438
2013m3,-.1080852
2013m4,.0679965
2013m5,-.0959385
2013m6,-.1698306
2013m7,-.0740995
2013m8,-.0898744
2013m9,-.4052968
2013m10,-.7074375
2013m11,-.8812339
2013m12,-.6109178
2014m1,-.2568167
2014m2,-.2609385
2014m3,-.3903493
2014m4,-.420159
2014m5,-.4810387
2014m6,-.3394952
2014m7,-.2539654
2014m8,-.3793683
2014m9,-.7158932
2014m10,-.8007263
2014m11,-.879936
2014m12,-.7226604
2015m1,-.3649386
2015m2,-.1689317
2015m3,-.2635977
2015m4,-.4080856
2015m5,-.326308
2015m6,-.0678825
2015m7,.0532148
2015m8,-.0821685
2015m9,-.483645
2015m10,-.8609026
2015m11,-.9594074
2015m12,-.6283829
2016m1,-.0361059
2016m2,-.0732436
2016m3,-.4999376
2016m4,-1.229636
