region,date,solidarite
Alsace,2013m1,-.32083613
Alsace,2013m2,.26573622
Alsace,2013m3,.2250697
Alsace,2013m4,-.52043164
Alsace,2013m5,-.32977906
Alsace,2013m6,-.23083319
Alsace,2013m7,-.21722779
Alsace,2013m8,-.92139465
Alsace,2013m9,-.21394826
Alsace,2013m10,.00060557574
Alsace,2013m11,.26657432
Alsace,2013m12,-.27871892
Alsace,2014m1,.33397073
Alsace,2014m2,.70533729
Alsace,2014m3,.32807583
Alsace,2014m4,-.091404222
Alsace,2014m5,.049216144
Alsace,2014m6,.19745079
Alsace,2014m7,-.024474453
Alsace,2014m8,-.031787831
Alsace,2014m9,.20007497
Alsace,2014m10,.17616396
Alsace,2014m11,.3261115
Alsace,2014m12,-.16731557
Alsace,2015m1,.042857427
Alsace,2015m2,.21118133
Alsace,2015m3,-.12376015
Alsace,2015m4,-.070646919
Alsace,2015m5,-.12489253
Alsace,2015m6,-.41769066
Alsace,2015m7,-.86915106
Alsace,2015m8,-.1906167
Alsace,2015m9,.67474413
Alsace,2015m10,.33143741
Alsace,2015m11,-.14498647
Alsace,2015m12,-.38315415
Alsace,2016m1,.23561464
Alsace,2016m2,.55192524
Alsace,2016m3,-.25895315
Alsace,2016m4,.231888
Alsace,2016m5,.30359745
Alsace,2016m6,-.012407665
Alsace,2016m7,-.67166764
Alsace,2016m8,-.8972789
Alsace,2016m9,.32568637
Alsace,2016m10,.47252122
Alsace,2016m11,.47456461
Alsace,2016m12,-.13826522
Alsace,2017m1,.22030082
Alsace,2017m2,.21952046
Alsace,2017m3,.2536104
