date,cat_family_stress
2008m1,.433043
2008m2,-.1848421
2008m3,-.4098088
2008m4,-.410304
2008m5,-.0004035
2008m6,.7299771
2008m7,1.209507
2008m8,1.053279
2008m9,.4844562
2008m10,-.2685426
2008m11,-.857098
2008m12,-.8161194
2009m1,-.2885905
2009m2,.0088142
2009m3,.4418315
2009m4,.9123124
2009m5,1.435686
2009m6,1.729108
2009m7,1.629997
2009m8,1.386378
2009m9,1.069869
2009m10,.5977954
2009m11,.2005608
2009m12,.1050361
2010m1,.3688349
2010m2,.4878047
2010m3,.5110112
2010m4,.7148359
2010m5,1.140866
2010m6,1.590963
2010m7,1.565035
2010m8,1.121624
2010m9,.160759
2010m10,-.7383399
2010m11,-1.159909
2010m12,-1.100053
2011m1,-.5956219
2011m2,-.405589
2011m3,-.2886916
2011m4,-.0392941
2011m5,.39219
2011m6,.8034813
2011m7,.9542594
2011m8,.7366967
2011m9,.0653796
2011m10,-.5639201
2011m11,-.9072925
2011m12,-.8720371
2012m1,-.6959372
2012m2,-.7321449
2012m3,-.6780337
2012m4,-.4245092
2012m5,-.052794
2012m6,.384278
2012m7,.7548144
2012m8,.7963533
2012m9,.2387028
2012m10,-.4347268
2012m11,-1.01236
2012m12,-1.208999
2013m1,-.9141259
2013m2,-.7705214
2013m3,-.6549441
2013m4,-.4070346
2013m5,-.21112
2013m6,.016802
2013m7,.276028
2013m8,.2777222
2013m9,-.176634
2013m10,-.884786
2013m11,-1.447475
2013m12,-1.532633
2014m1,-1.1642
2014m2,-.9316487
2014m3,-.6184641
2014m4,-.1769485
2014m5,.2873446
2014m6,.6945188
2014m7,.8781973
2014m8,.7444909
2014m9,.4202637
2014m10,-.0237327
2014m11,-.389391
2014m12,-.232241
2015m1,.2565041
2015m2,.3519987
2015m3,.5674114
2015m4,.8284409
2015m5,.9689848
2015m6,.9976485
2015m7,.602321
2015m8,-.0060306
2015m9,-.6001084
2015m10,-.9911186
2015m11,-1.361384
2015m12,-1.311852
2016m1,-.9068395
2016m2,-.868193
2016m3,-1.136811
2016m4,-1.520016
