date,swb_stress
2011m1,.4380141
2011m2,.080507
2011m3,-.4062606
2011m4,-.7550766
2011m5,-.6939659
2011m6,-.224146
2011m7,.4226347
2011m8,.90395
2011m9,.998228
2011m10,.7816015
2011m11,.5053539
2011m12,.5020431
2012m1,.790904
2012m2,.8016784
2012m3,.5574396
2012m4,.1466446
2012m5,-.3552362
2012m6,-.8330627
2012m7,-.723112
2012m8,.0038618
2012m9,.6661255
2012m10,.8899248
2012m11,.4168035
2012m12,-.4898475
2013m1,-1.04829
2013m2,-1.306958
2013m3,-1.304499
2013m4,-1.130008
2013m5,-.7914031
2013m6,-.6869045
2013m7,-.5514068
2013m8,-.5444365
2013m9,-.958007
2013m10,-1.300614
2013m11,-1.628325
2013m12,-1.433089
2014m1,-.8914939
2014m2,-.75362
2014m3,-.8209835
2014m4,-.9913794
2014m5,-1.353558
2014m6,-1.473935
2014m7,-1.396909
2014m8,-1.038056
2014m9,-.6201015
2014m10,-.3049622
2014m11,-.6372262
2014m12,-1.183143
2015m1,-1.351804
2015m2,-1.497493
2015m3,-1.590898
2015m4,-1.846243
2015m5,-2.103304
2015m6,-1.978616
2015m7,-1.331683
2015m8,-.7477305
2015m9,-.4579525
2015m10,-.5006724
2015m11,-.817458
2015m12,-.9788122
2016m1,-.9415361
2016m2,-1.060427
2016m3,-1.168876
2016m4,-1.392846
