date,swb_happiness
2008m1,.47895
2008m2,.5831209
2008m3,.9410082
2008m4,.8400852
2008m5,.6744552
2008m6,.4710346
2008m7,.0324902
2008m8,-.7466415
2008m9,-1.128566
2008m10,-1.0317
2008m11,-.9843933
2008m12,-1.047762
2009m1,-1.549586
2009m2,-1.760638
2009m3,-1.1557
2009m4,-.2770551
2009m5,.4159069
2009m6,.5969641
2009m7,.1814116
2009m8,-.4927042
2009m9,-1.211058
2009m10,-1.712414
2009m11,-2.034472
2009m12,-1.95782
2010m1,-1.821581
2010m2,-1.265499
2010m3,-.7713238
2010m4,-.3670289
2010m5,-.2343401
2010m6,-.5985892
2010m7,-.9667646
2010m8,-1.22952
2010m9,-1.186803
2010m10,-.9090204
2010m11,-.6867243
2010m12,-.8857166
2011m1,-1.160033
2011m2,-.8742478
2011m3,-.2781035
2011m4,.2588735
2011m5,.3941364
2011m6,.0834645
2011m7,-.3548735
2011m8,-.7084021
2011m9,-.5148298
2011m10,-.1412438
2011m11,-.0570276
2011m12,-.1897853
2012m1,-.450708
2012m2,-.3339704
2012m3,-.0793772
2012m4,.0678053
2012m5,.0910299
2012m6,-.1012093
2012m7,-.307142
2012m8,-.5493212
2012m9,-.5178419
2012m10,-.2997086
2012m11,-.1727554
2012m12,-.0830324
2013m1,-.3294465
2013m2,-.1554227
2013m3,.0337017
2013m4,.2618961
2013m5,.3880069
2013m6,.2275255
2013m7,-.0185865
2013m8,-.1886484
2013m9,-.1441255
2013m10,-.0628095
2013m11,-.138546
2013m12,-.3209393
2014m1,-.5148855
2014m2,-.0805901
2014m3,.5266517
2014m4,.9499956
2014m5,.9589296
2014m6,.7783208
2014m7,.4903356
2014m8,.2713401
2014m9,.4454273
2014m10,.6725793
2014m11,.7312364
2014m12,.5480337
2015m1,.3072072
2015m2,.6029515
2015m3,.9516798
2015m4,1.043526
2015m5,.8503122
2015m6,.548832
2015m7,.1671038
2015m8,-.0075459
2015m9,.2618196
2015m10,.518878
2015m11,.7424993
2015m12,.6803743
2016m1,.569279
2016m2,.8480698
2016m3,1.293214
2016m4,2.153245
