date,swb_respect
2011m1,.7845595
2011m2,.4437759
2011m3,.0852378
2011m4,-.2482596
2011m5,-.453021
2011m6,-.7693104
2011m7,-1.119982
2011m8,-1.203853
2011m9,-.8952954
2011m10,-.1358379
2011m11,.7010296
2011m12,.9620916
2012m1,.5893262
2012m2,.1447427
2012m3,-.2505412
2012m4,-.7023831
2012m5,-.964088
2012m6,-1.02667
2012m7,-.9300947
2012m8,-.5739248
2012m9,-.16599
2012m10,.4942603
2012m11,.9691067
2012m12,1.30085
2013m1,1.31461
2013m2,1.004018
2013m3,.39896
2013m4,-.2030359
2013m5,-.6934483
2013m6,-1.126878
2013m7,-1.320274
2013m8,-1.232469
2013m9,-1.007131
2013m10,-.834538
2013m11,-.813971
2013m12,-.9175308
2014m1,-1.044948
2014m2,-1.13036
2014m3,-1.261767
2014m4,-1.442735
2014m5,-1.709017
2014m6,-2.051082
2014m7,-2.060736
2014m8,-1.830978
2014m9,-1.540959
2014m10,-1.361057
2014m11,-1.226543
2014m12,-1.144068
2015m1,-1.055432
2015m2,-1.016736
2015m3,-1.120515
2015m4,-1.300167
2015m5,-1.423093
2015m6,-1.399943
2015m7,-1.375117
2015m8,-1.458896
2015m9,-1.55656
2015m10,-1.736704
2015m11,-1.902513
2015m12,-1.901363
2016m1,-1.860498
2016m2,-1.937461
2016m3,-2.168402
2016m4,-2.498887
