date,swb_enjoyment
2008m1,-.6467929
2008m2,-.262697
2008m3,.0507637
2008m4,.3180609
2008m5,.5589851
2008m6,.5094547
2008m7,.1962649
2008m8,-.2063364
2008m9,-.6293657
2008m10,-.751215
2008m11,-.9454075
2008m12,-1.244851
2009m1,-1.777425
2009m2,-1.739594
2009m3,-1.186785
2009m4,-.6191101
2009m5,-.3014882
2009m6,-.2968531
2009m7,-.2635125
2009m8,-.383758
2009m9,-.4735894
2009m10,-.4923102
2009m11,-.8105423
2009m12,-1.405742
2010m1,-1.987887
2010m2,-1.694017
2010m3,-1.047985
2010m4,-.4560666
2010m5,-.2460041
2010m6,-.2485519
2010m7,-.3342225
2010m8,-.6327784
2010m9,-.8279874
2010m10,-.7104282
2010m11,-.5011489
2010m12,-.357332
2011m1,-.2139715
2011m2,-.066711
2011m3,.0872389
2011m4,.3001305
2011m5,.4039229
2011m6,.2812488
2011m7,.0822912
2011m8,-.0950563
2011m9,.0183803
2011m10,.104527
2011m11,.3483125
2011m12,.3418339
2012m1,.2630232
2012m2,.3054013
2012m3,.5084665
2012m4,.7188289
2012m5,.7971445
2012m6,.4754514
2012m7,.1167942
2012m8,.0112443
2012m9,.2217428
2012m10,.5004678
2012m11,.5409266
2012m12,.553225
2013m1,.4281735
2013m2,.4308866
2013m3,.5156041
2013m4,.7441699
2013m5,.8537672
2013m6,.9347001
2013m7,.9443246
2013m8,.8332903
2013m9,.8472426
2013m10,.728309
2013m11,.6470773
2013m12,.6850764
2014m1,.7542927
2014m2,.8785259
2014m3,1.078668
2014m4,1.295448
2014m5,1.417858
2014m6,1.342839
2014m7,1.172216
2014m8,1.029646
2014m9,1.195348
2014m10,1.408335
2014m11,1.37411
2014m12,1.103812
2015m1,.8923461
2015m2,1.076071
2015m3,1.397234
2015m4,1.628382
2015m5,1.602962
2015m6,1.452677
2015m7,1.25308
2015m8,1.149559
2015m9,1.319908
2015m10,1.47613
2015m11,1.503679
2015m12,1.514175
2016m1,1.54489
2016m2,1.690567
2016m3,1.778524
2016m4,2.001834
