date,swb_worry
2008m1,-.6300532
2008m2,-.541257
2008m3,-.7991055
2008m4,-1.228286
2008m5,-1.384432
2008m6,-1.349201
2008m7,-1.123711
2008m8,-1.030089
2008m9,-.8190616
2008m10,-.5790368
2008m11,-.3242381
2008m12,-.0608084
2009m1,.2137062
2009m2,.4600721
2009m3,.6001127
2009m4,.4992529
2009m5,.3768535
2009m6,.0119399
2009m7,-.1072278
2009m8,-.2627237
2009m9,-.3440289
2009m10,.3565477
2009m11,1.189612
2009m12,1.572353
2010m1,1.392179
2010m2,1.431888
2010m3,1.06604
2010m4,.5995776
2010m5,.2536733
2010m6,.3501534
2010m7,.6230822
2010m8,.8273063
2010m9,.7756272
2010m10,.9270536
2010m11,1.213219
2010m12,.9696276
2011m1,.3248067
2011m2,-.0583671
2011m3,.0993245
2011m4,.222383
2011m5,.2430127
2011m6,.235143
2011m7,.3979021
2011m8,.597162
2011m9,.8002481
2011m10,1.0691
2011m11,1.164397
2011m12,.9525958
2012m1,.459271
2012m2,-.0856741
2012m3,-.6533383
2012m4,-.9251459
2012m5,-.8406292
2012m6,-.6338249
2012m7,-.3788524
2012m8,-.0387842
2012m9,.3126586
2012m10,.4320661
2012m11,.4119005
2012m12,.1720024
2013m1,-.1651947
2013m2,-.4850174
2013m3,-.4533976
2013m4,-.7397492
2013m5,-.9437994
2013m6,-1.100818
2013m7,-1.011737
2013m8,-.9173052
2013m9,-.8835088
2013m10,-.8752721
2013m11,-.8707454
2013m12,-.9496112
2014m1,-1.28353
2014m2,-1.412472
2014m3,-1.554804
2014m4,-1.445234
2014m5,-1.125835
2014m6,-.8723978
2014m7,-.50541
2014m8,-.206739
2014m9,-.148974
2014m10,-.1477799
2014m11,-.095778
2014m12,-.0304864
2015m1,.0493531
2015m2,-.1252128
2015m3,-.4476566
2015m4,-.5784802
2015m5,-.7151631
2015m6,-.4741189
2015m7,-.2306895
2015m8,.0486511
2015m9,.1304246
2015m10,.2434625
2015m11,.2165212
2015m12,.1383298
2016m1,.1140085
2016m2,.5067391
2016m3,1.648654
2016m4,3.230636
