date,swb_laugh
2008m1,.2201288
2008m2,.6009223
2008m3,.8494822
2008m4,.8434907
2008m5,.7718172
2008m6,.8527578
2008m7,.8987578
2008m8,.9331141
2008m9,.5329388
2008m10,.0238645
2008m11,-.4508349
2008m12,-1.219416
2009m1,-1.931498
2009m2,-1.974935
2009m3,-1.54862
2009m4,-.8229841
2009m5,.0331671
2009m6,.5577905
2009m7,.6585361
2009m8,.3418583
2009m9,.3105448
2009m10,.463176
2009m11,.5936778
2009m12,.6221852
2010m1,.2927254
2010m2,.2223738
2010m3,.3602032
2010m4,1.011166
2010m5,1.563205
2010m6,1.366458
2010m7,.7430266
2010m8,.3879114
2010m9,.71964
2010m10,1.080433
2010m11,1.386622
2010m12,1.139313
2011m1,.6061617
2011m2,.4211505
2011m3,.5227184
2011m4,.7253463
2011m5,1.165727
2011m6,1.204628
2011m7,1.048296
2011m8,1.185634
2011m9,1.788377
2011m10,2.406749
2011m11,2.577873
2011m12,2.139767
2012m1,1.535574
2012m2,1.412002
2012m3,1.60627
2012m4,1.796343
2012m5,1.93425
2012m6,2.005337
2012m7,1.811658
2012m8,1.558926
2012m9,1.405292
2012m10,1.055261
2012m11,.5861328
2012m12,.028189
2013m1,-.3694882
2013m2,-.0199685
2013m3,.5861177
2013m4,.8674597
2013m5,1.095713
2013m6,1.299533
2013m7,1.207439
2013m8,1.091524
2013m9,1.061563
2013m10,1.209835
2013m11,1.21985
2013m12,.7719128
2014m1,.1461384
2014m2,-.0882303
2014m3,.0971235
2014m4,.4239332
2014m5,.5822124
2014m6,.3995803
2014m7,.0709609
2014m8,-.0494448
2014m9,.1336331
2014m10,.4554795
2014m11,.5759432
2014m12,.3492877
2015m1,-.0477772
2015m2,-.0599631
2015m3,.1372853
2015m4,.4161731
2015m5,.4520997
2015m6,.2853795
2015m7,.1231897
2015m8,-.0803278
2015m9,.134686
2015m10,.4409451
2015m11,.6148297
2015m12,.6033958
2016m1,.2381491
2016m2,.0512572
2016m3,.045351
2016m4,.0141064
